Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [KB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu4,0.018333333333333333,0.01,0.516,0.510,0.00,0.00,248,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,100,query_tps100
/node-besu8,0.005416666666666667,0.004166666666666667,0.662,0.662,0.00,0.00,252,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,100,query_tps100
/node-besu1,0.041666666666666664,0.022500000000000003,1.49,1.49,0.00,0.00,780,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,100,query_tps100
/node-besu7,0.00375,0.0033333333333333335,0.775,0.774,0.00,0.00,224,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,100,query_tps100
/node-besu6,0.008333333333333333,0.004583333333333333,0.721,0.721,0.00,0.00,296,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,100,query_tps100
/node-besu5,0.010833333333333334,0.005416666666666667,0.782,0.782,0.00,0.00,244,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,100,query_tps100
/node-besu3,0.004583333333333333,0.0033333333333333335,0.738,0.738,0.00,0.00,276,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,100,query_tps100
/node-besu2,0.012916666666666667,0.005,0.723,0.723,0.00,0.00,132,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,100,query_tps100
/node-besu4,0.007916666666666667,0.005416666666666667,0.499,0.499,0.00,0.00,220,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,125,query_tps125
/node-besu8,0.004583333333333333,0.0033333333333333335,0.661,0.661,0.00,0.00,224,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,125,query_tps125
/node-besu1,0.025833333333333333,0.01375,1.49,1.49,0.00,0.00,436,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,125,query_tps125
/node-besu7,0.00375,0.0033333333333333335,0.774,0.773,0.00,0.00,220,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,125,query_tps125
/node-besu6,0.00375,0.0033333333333333335,0.721,0.720,0.00,0.00,228,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,125,query_tps125
/node-besu5,0.005833333333333334,0.00375,0.781,0.781,0.00,0.00,272,0.00,8n-5s-qbft-v26.2.0_20260404_155411,query,125,query_tps125
