Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB],Disc Write [KB]
/node-besu6,0.62625,0.31375000000000003,614,539,0.00,0.00,1.44,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,150,open_tps150,,,
/node-besu1,0.7354166666666666,0.37375,943,702,0.00,0.00,2.32,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,150,open_tps150,,,
/node-besu3,0.61625,0.1725,631,572,0.00,0.00,1.31,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,150,open_tps150,,,
/node-besu5,0.69125,0.20083333333333334,535,506,0.00,0.00,1.54,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,150,open_tps150,,,
/node-besu4,0.5733333333333334,0.16416666666666666,586,504,0.00,0.00,1.07,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,150,open_tps150,,,
/node-besu2,0.5958333333333333,0.1975,646,566,0.00,0.00,1.41,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,150,open_tps150,,,
/node-besu6,0.13666666666666666,0.04791666666666666,,,0.00,0.00,0.723,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,160,open_tps160,0.613,0.605,
/node-besu1,0.10541666666666666,0.050833333333333335,,,0.00,0.00,0.973,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,160,open_tps160,1.05,1.01,
/node-besu3,0.052083333333333336,0.02291666666666667,,,0.00,0.00,0.691,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,160,open_tps160,0.632,0.626,
/node-besu5,0.25333333333333335,0.09583333333333333,,,0.00,0.00,0.738,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,160,open_tps160,0.526,0.525,
/node-besu4,0.06333333333333334,0.028333333333333335,,,0.00,0.00,1.23,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,160,open_tps160,0.572,0.493,
/node-besu2,0.07583333333333334,0.0325,,,0.00,0.00,0.711,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,160,open_tps160,0.644,0.639,
/node-besu6,0.2333333333333333,0.08,,,0.00,0.00,,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,170,open_tps170,0.616,0.615,432
/node-besu1,0.3875,0.14333333333333334,,,0.00,0.00,,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,170,open_tps170,1.05,1.05,728
/node-besu3,0.09875,0.034583333333333334,,,0.00,0.00,,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,170,open_tps170,0.652,0.640,756
/node-besu5,0.005,0.00375,,,0.00,0.00,,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,170,open_tps170,0.528,0.527,760
/node-besu4,0.005,0.00375,,,0.00,0.00,,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,170,open_tps170,0.631,0.530,0.00
/node-besu2,0.006666666666666667,0.004583333333333333,,,0.00,0.00,,0.00,6n-5s-qbft-v26.2.0_20260330_220414,open,170,open_tps170,0.660,0.653,0.00
