Name,Succ,Fail,Send Rate (TPS),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (TPS),Experiment,TestType,TPS,Report
open,2000,0,100.1,21.25,8.77,17.85,54.8,10n-5s-qbft-v26.2.0_20260404_161434,open,100,open_tps100
open,2000,0,124.0,6.92,1.93,4.65,100.2,10n-5s-qbft-v26.2.0_20260404_161434,open,125,open_tps125
open,2000,0,150.1,6.34,1.77,4.42,109.0,10n-5s-qbft-v26.2.0_20260404_161434,open,150,open_tps150
open,2000,0,175.2,6.25,2.11,4.53,132.5,10n-5s-qbft-v26.2.0_20260404_161434,open,175,open_tps175
open,2000,0,200.2,8.69,1.42,5.29,112.2,10n-5s-qbft-v26.2.0_20260404_161434,open,200,open_tps200
open,2000,0,225.2,6.91,2.43,5.65,132.3,10n-5s-qbft-v26.2.0_20260404_161434,open,225,open_tps225
open,2000,0,250.3,8.04,1.22,6.28,130.1,10n-5s-qbft-v26.2.0_20260404_161434,open,250,open_tps250
open,2000,0,275.3,9.47,0.25,8.18,125.9,10n-5s-qbft-v26.2.0_20260404_161434,open,275,open_tps275
open,2000,0,300.3,9.23,3.02,6.20,131.6,10n-5s-qbft-v26.2.0_20260404_161434,open,300,open_tps300
