Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [KB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu1,0.029583333333333333,0.023333333333333334,1.48,1.48,0.00,0.00,796,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,100,query_tps100
/node-besu7,0.004166666666666667,0.00375,0.960,0.960,0.00,0.00,196,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,100,query_tps100
/node-besu5,0.007916666666666667,0.004166666666666667,1.05,1.05,0.00,0.00,856,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,100,query_tps100
/node-besu8,0.005,0.004166666666666667,0.932,0.932,0.00,0.00,156,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,100,query_tps100
/node-besu11,0.004166666666666667,0.0033333333333333335,0.963,0.963,0.00,0.00,188,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,100,query_tps100
/node-besu9,0.011250000000000001,0.005,0.567,0.538,0.00,0.00,240,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,100,query_tps100
/node-besu6,0.005,0.00375,1.08,1.08,0.00,0.00,744,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,100,query_tps100
/node-besu12,0.004166666666666667,0.0033333333333333335,0.982,0.982,0.00,0.00,204,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,100,query_tps100
/node-besu2,0.004583333333333333,0.00375,1.04,1.04,0.00,0.00,208,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,100,query_tps100
/node-besu10,0.005,0.00375,0.949,0.949,0.00,0.00,208,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,100,query_tps100
/node-besu3,0.004166666666666667,0.0033333333333333335,0.793,0.793,0.00,0.00,196,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,100,query_tps100
/node-besu4,0.004166666666666667,0.0033333333333333335,1.13,1.13,0.00,0.00,264,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,100,query_tps100
/node-besu1,0.02625,0.017083333333333332,1.48,1.48,0.00,0.00,512,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,125,query_tps125
/node-besu7,0.04,0.023333333333333334,0.960,0.960,0.00,0.00,240,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,125,query_tps125
/node-besu5,0.03375,0.01958333333333333,1.05,1.05,0.00,0.00,200,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,125,query_tps125
/node-besu8,0.029583333333333333,0.01916666666666667,0.931,0.931,0.00,0.00,200,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,125,query_tps125
/node-besu11,0.03333333333333333,0.017916666666666668,0.962,0.962,0.00,0.00,188,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,125,query_tps125
/node-besu9,0.03833333333333334,0.022083333333333333,0.522,0.519,0.00,0.00,248,0.00,12n-5s-qbft-v26.2.0_20260404_163524,query,125,query_tps125
