Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB]
/node-besu7,0.5583333333333333,0.3325,0.712,665,0.00,0.00,0.109,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,100,open_tps100,
/node-besu3,0.51125,0.36166666666666664,0.647,577,0.00,0.00,2.32,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,100,open_tps100,
/node-besu5,0.5054166666666667,0.30125,0.635,589,0.00,0.00,2.39,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,100,open_tps100,
/node-besu8,0.7520833333333333,0.3741666666666667,0.746,586,0.00,0.00,2.47,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,100,open_tps100,
/node-besu6,0.6804166666666666,0.32875,0.604,560,0.00,0.00,0.852,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,100,open_tps100,
/node-besu1,0.8420833333333334,0.40875,1.10,809,0.00,0.00,3.07,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,100,open_tps100,
/node-besu4,0.6295833333333333,0.3383333333333333,0.696,657,0.00,0.00,1.66,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,100,open_tps100,
/node-besu2,0.5641666666666666,0.33375,0.763,607,0.00,0.00,2.31,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,100,open_tps100,
/node-besu7,0.15041666666666667,0.08750000000000001,0.715,,0.00,0.00,0.344,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,125,open_tps125,0.714
/node-besu3,0.14625,0.05625,0.652,,0.00,0.00,1.49,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,125,open_tps125,0.650
/node-besu5,0.10333333333333333,0.05333333333333334,0.726,,0.00,0.00,1.44,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,125,open_tps125,0.716
/node-besu8,0.10958333333333332,0.04708333333333333,0.752,,0.00,0.00,1.49,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,125,open_tps125,0.749
/node-besu6,0.12416666666666666,0.05541666666666667,0.616,,0.00,0.00,1.46,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,125,open_tps125,0.608
/node-besu1,0.27499999999999997,0.09916666666666667,1.28,,0.00,0.00,2.59,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,125,open_tps125,1.18
/node-besu4,0.09666666666666666,0.04541666666666667,0.698,,0.00,0.00,2.20,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,125,open_tps125,0.697
/node-besu2,0.14208333333333334,0.051666666666666666,0.766,,0.00,0.00,1.48,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,125,open_tps125,0.764
/node-besu7,0.20458333333333334,0.06833333333333333,0.717,,0.00,0.00,1.18,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,150,open_tps150,0.716
/node-besu3,0.2820833333333333,0.07916666666666666,0.654,,0.00,0.00,0.387,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,150,open_tps150,0.653
/node-besu5,0.1708333333333333,0.06125,0.728,,0.00,0.00,0.895,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,150,open_tps150,0.727
/node-besu8,0.1425,0.052083333333333336,0.746,,0.00,0.00,1.30,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,150,open_tps150,0.746
/node-besu6,0.20750000000000002,0.06416666666666666,0.612,,0.00,0.00,1.41,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,150,open_tps150,0.611
/node-besu1,0.15041666666666667,0.05666666666666667,1.28,,0.00,0.00,2.25,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,150,open_tps150,1.28
/node-besu4,0.1758333333333333,0.057499999999999996,0.700,,0.00,0.00,0.840,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,150,open_tps150,0.699
/node-besu2,0.21416666666666664,0.065,0.767,,0.00,0.00,1.36,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,150,open_tps150,0.767
/node-besu7,0.034583333333333334,0.017916666666666668,0.719,,0.00,0.00,0.00,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,175,open_tps175,0.718
/node-besu3,0.18791666666666665,0.051666666666666666,0.726,,0.00,0.00,0.348,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,175,open_tps175,0.710
/node-besu5,0.1875,0.05708333333333334,0.729,,0.00,0.00,0.609,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,175,open_tps175,0.728
/node-besu8,0.17833333333333334,0.049166666666666664,0.752,,0.00,0.00,1.27,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,175,open_tps175,0.751
/node-besu6,0.17833333333333334,0.049166666666666664,0.614,,0.00,0.00,1.31,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,175,open_tps175,0.613
/node-besu1,0.27375,0.13041666666666665,1.31,,0.00,0.00,2.20,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,175,open_tps175,1.30
/node-besu4,0.16541666666666668,0.04666666666666667,0.702,,0.00,0.00,0.00,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,175,open_tps175,0.701
/node-besu2,0.15333333333333335,0.042916666666666665,0.769,,0.00,0.00,1.30,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,175,open_tps175,0.768
/node-besu7,0.1225,0.034583333333333334,0.720,,0.00,0.00,0.0156,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,200,open_tps200,0.719
/node-besu3,0.12375000000000001,0.034999999999999996,0.727,,0.00,0.00,1.79,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,200,open_tps200,0.726
/node-besu5,0.12708333333333333,0.035416666666666666,0.730,,0.00,0.00,1.11,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,200,open_tps200,0.729
/node-besu8,0.13125,0.03666666666666667,0.753,,0.00,0.00,1.26,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,200,open_tps200,0.753
/node-besu6,0.12458333333333334,0.034999999999999996,0.615,,0.00,0.00,1.30,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,200,open_tps200,0.615
/node-besu1,0.25,0.10625,1.31,,0.00,0.00,2.41,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,200,open_tps200,1.31
/node-besu4,0.12291666666666667,0.034583333333333334,0.703,,0.00,0.00,0.0156,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,200,open_tps200,0.703
/node-besu2,0.12833333333333333,0.035833333333333335,0.770,,0.00,0.00,1.22,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,200,open_tps200,0.769
/node-besu7,0.13,0.03125,0.721,,0.00,0.00,1.36,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,225,open_tps225,0.720
/node-besu3,0.14541666666666667,0.034166666666666665,0.728,,0.00,0.00,1.32,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,225,open_tps225,0.728
/node-besu5,0.13458333333333333,0.030833333333333334,0.731,,0.00,0.00,1.29,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,225,open_tps225,0.730
/node-besu8,0.13541666666666666,0.03291666666666667,0.754,,0.00,0.00,1.30,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,225,open_tps225,0.754
/node-besu6,0.14375000000000002,0.0325,0.663,,0.00,0.00,1.40,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,225,open_tps225,0.644
/node-besu1,0.3458333333333334,0.10791666666666666,1.32,,0.00,0.00,3.68,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,225,open_tps225,1.32
/node-besu4,0.13375,0.030416666666666665,0.706,,0.00,0.00,0.473,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,225,open_tps225,0.705
/node-besu2,0.14041666666666666,0.03208333333333333,0.770,,0.00,0.00,1.38,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,225,open_tps225,0.770
/node-besu7,0.09833333333333333,0.03208333333333333,0.721,,0.00,0.00,0.652,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,250,open_tps250,0.721
/node-besu3,0.015833333333333335,0.011666666666666667,0.729,,0.00,0.00,1.14,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,250,open_tps250,0.728
/node-besu5,0.017499999999999998,0.007916666666666667,0.731,,0.00,0.00,0.633,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,250,open_tps250,0.731
/node-besu8,0.020833333333333332,0.008749999999999999,0.755,,0.00,0.00,1.16,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,250,open_tps250,0.755
/node-besu6,0.0275,0.010416666666666666,0.664,,0.00,0.00,1.18,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,250,open_tps250,0.664
/node-besu1,0.24041666666666664,0.12458333333333334,1.32,,0.00,0.00,2.43,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,250,open_tps250,1.32
/node-besu4,0.02125,0.008749999999999999,0.707,,0.00,0.00,0.656,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,250,open_tps250,0.707
/node-besu2,0.01958333333333333,0.008749999999999999,0.771,,0.00,0.00,1.14,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,250,open_tps250,0.771
/node-besu7,0.012499999999999999,0.009166666666666667,0.722,,0.00,0.00,0.934,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,275,open_tps275,0.722
/node-besu3,0.015416666666666667,0.009166666666666667,0.730,,0.00,0.00,0.957,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,275,open_tps275,0.730
/node-besu5,0.009583333333333334,0.005833333333333334,0.810,,0.00,0.00,0.938,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,275,open_tps275,0.791
/node-besu8,0.010416666666666666,0.007083333333333334,0.756,,0.00,0.00,0.930,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,275,open_tps275,0.756
/node-besu6,0.01,0.005,0.724,,0.00,0.00,1.04,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,275,open_tps275,0.709
/node-besu1,0.2520833333333333,0.06833333333333333,1.35,,0.00,0.00,2.04,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,275,open_tps275,1.34
/node-besu4,0.011250000000000001,0.007083333333333334,0.708,,0.00,0.00,1.24,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,275,open_tps275,0.708
/node-besu2,0.15458333333333332,0.042083333333333334,0.850,,0.00,0.00,0.684,0.00,8n-5s-ibft-v26.2.0_20260404_173537,open,275,open_tps275,0.794
