Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Report,TPS,Disc Write [KB]
/node-besu4,0.7275,0.26625,540,504,0.00,0.00,0.117,0.00,open_report,0,
/node-besu3,0.6666666666666666,0.22833333333333336,487,472,0.00,0.00,0.00,0.00,open_report,0,
/node-besu1,0.6862499999999999,0.2304166666666667,953,651,0.00,0.00,1.07,0.00,open_report,0,
/node-besu2,0.6275000000000001,0.24,610,604,0.00,0.00,0.00,0.00,open_report,0,
/node-besu6,0.7108333333333333,0.23958333333333334,609,596,0.00,0.00,0.941,0.00,open_report,0,
/node-besu5,0.5270833333333333,0.17791666666666664,465,451,0.00,0.00,0.945,0.00,open_report,0,
/node-besu4,0.002916666666666667,0.0025,540,539,0.00,0.00,,0.00,query_report,0,456
/node-besu3,0.02125,0.012083333333333333,485,485,0.00,0.00,,0.00,query_report,0,0.00
/node-besu1,0.014166666666666668,0.008333333333333333,970,962,0.00,0.00,,0.00,query_report,0,188
/node-besu2,0.017499999999999998,0.009583333333333334,615,615,0.00,0.00,,0.00,query_report,0,896
/node-besu6,0.014583333333333332,0.008333333333333333,609,609,0.00,0.00,,0.00,query_report,0,40.0
/node-besu5,0.022083333333333333,0.012083333333333333,463,463,0.00,0.00,,0.00,query_report,0,0.00
/node-besu4,0.03791666666666667,0.02,541,540,0.00,0.00,,0.00,transfer_report,0,80.0
/node-besu3,0.007916666666666667,0.005,487,486,0.00,0.00,,0.00,transfer_report,0,16.0
/node-besu1,0.007083333333333334,0.005,972,971,0.00,0.00,,0.00,transfer_report,0,88.0
/node-besu2,0.006666666666666667,0.004583333333333333,619,618,0.00,0.00,,0.00,transfer_report,0,0.00
/node-besu6,0.0062499999999999995,0.004166666666666667,610,610,0.00,0.00,,0.00,transfer_report,0,56.0
/node-besu5,0.007916666666666667,0.005,498,496,0.00,0.00,,0.00,transfer_report,0,72.0
