Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu1,0.24125,0.13291666666666666,1.66,1.66,0.00,0.00,3.71,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,100,transfer_tps100
/node-besu6,0.09041666666666666,0.03625,0.860,0.859,0.00,0.00,2.13,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,100,transfer_tps100
/node-besu5,0.10041666666666667,0.035833333333333335,1.06,0.881,0.00,0.00,0.785,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,100,transfer_tps100
/node-besu3,0.4991666666666667,0.12166666666666666,0.774,0.652,0.00,0.00,2.21,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,100,transfer_tps100
/node-besu2,0.24375,0.08,0.984,0.804,0.00,0.00,0.805,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,100,transfer_tps100
/node-besu4,0.16958333333333334,0.07666666666666667,1.02,0.737,0.00,0.00,2.46,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,100,transfer_tps100
/node-besu1,0.21083333333333332,0.0825,1.66,1.66,0.00,0.00,4.86,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,125,transfer_tps125
/node-besu6,0.4170833333333333,0.10791666666666666,0.861,0.860,0.00,0.00,3.03,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,125,transfer_tps125
/node-besu5,0.26791666666666664,0.07708333333333334,1.06,1.06,0.00,0.00,0.609,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,125,transfer_tps125
/node-besu3,0.28125,0.09291666666666666,0.835,0.738,0.00,0.00,2.47,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,125,transfer_tps125
/node-besu2,0.295,0.09833333333333333,1.17,1.15,0.00,0.00,1.03,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,125,transfer_tps125
/node-besu4,0.30333333333333334,0.08916666666666667,1.02,1.02,0.00,0.00,2.39,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,125,transfer_tps125
/node-besu1,0.45541666666666664,0.17041666666666666,1.66,1.66,0.00,0.00,4.20,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,150,transfer_tps150
/node-besu6,0.12291666666666667,0.041666666666666664,0.951,0.929,0.00,0.00,2.30,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,150,transfer_tps150
/node-besu5,0.07666666666666667,0.02,1.06,1.06,0.00,0.00,2.18,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,150,transfer_tps150
/node-besu3,0.2804166666666667,0.07958333333333333,0.715,0.638,0.00,0.00,2.50,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,150,transfer_tps150
/node-besu2,0.07791666666666668,0.020833333333333332,1.17,1.17,0.00,0.00,0.977,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,150,transfer_tps150
/node-besu4,0.07541666666666667,0.021666666666666667,1.02,1.02,0.00,0.00,2.25,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,150,transfer_tps150
/node-besu1,0.23958333333333334,0.1525,1.66,1.66,0.00,0.00,3.70,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,175,transfer_tps175
/node-besu6,0.29916666666666664,0.06458333333333334,1.20,1.00,0.00,0.00,1.34,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,175,transfer_tps175
/node-besu5,0.325,0.09541666666666666,1.06,1.06,0.00,0.00,1.29,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,175,transfer_tps175
/node-besu3,0.3325,0.10291666666666667,0.942,0.712,0.00,0.00,3.17,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,175,transfer_tps175
/node-besu2,0.205,0.06874999999999999,1.17,1.17,0.00,0.00,1.93,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,175,transfer_tps175
/node-besu4,0.20833333333333334,0.07791666666666668,1.01,1.01,0.00,0.00,2.43,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,175,transfer_tps175
/node-besu1,0.4054166666666667,0.24458333333333335,1.67,1.66,0.00,0.00,1.86,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,200,transfer_tps200
/node-besu6,0.18916666666666668,0.07583333333333334,1.20,1.20,0.00,0.00,1.89,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,200,transfer_tps200
/node-besu5,0.23791666666666667,0.05541666666666667,1.06,1.06,0.00,0.00,2.05,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,200,transfer_tps200
/node-besu3,0.4566666666666667,0.10458333333333332,0.710,0.682,0.00,0.00,2.59,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,200,transfer_tps200
/node-besu2,0.15208333333333332,0.034999999999999996,1.17,1.17,0.00,0.00,2.20,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,200,transfer_tps200
/node-besu4,0.29083333333333333,0.06291666666666666,1.01,1.01,0.00,0.00,2.32,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,200,transfer_tps200
/node-besu1,0.24875,0.16458333333333333,1.67,1.67,0.00,0.00,2.17,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,225,transfer_tps225
/node-besu6,0.21458333333333335,0.047499999999999994,1.20,1.20,0.00,0.00,1.95,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,225,transfer_tps225
/node-besu5,0.18791666666666665,0.04833333333333333,1.06,1.06,0.00,0.00,0.723,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,225,transfer_tps225
/node-besu3,0.43124999999999997,0.08083333333333333,0.657,0.622,0.00,0.00,2.44,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,225,transfer_tps225
/node-besu2,0.35000000000000003,0.07666666666666667,1.18,1.18,0.00,0.00,1.93,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,225,transfer_tps225
/node-besu4,0.22624999999999998,0.048749999999999995,1.02,1.01,0.00,0.00,2.04,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,225,transfer_tps225
/node-besu1,0.2333333333333333,0.11791666666666667,1.67,1.67,0.00,0.00,4.29,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,250,transfer_tps250
/node-besu6,0.11833333333333333,0.03291666666666667,1.21,1.20,0.00,0.00,2.80,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,250,transfer_tps250
/node-besu5,0.13791666666666666,0.025416666666666667,1.06,1.06,0.00,0.00,1.56,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,250,transfer_tps250
/node-besu3,0.12416666666666666,0.023333333333333334,0.657,0.598,0.00,0.00,2.42,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,250,transfer_tps250
/node-besu2,0.10708333333333332,0.028749999999999998,1.18,1.18,0.00,0.00,2.83,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,250,transfer_tps250
/node-besu4,0.10916666666666668,0.020833333333333332,1.02,1.02,0.00,0.00,2.16,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,250,transfer_tps250
/node-besu1,0.3458333333333334,0.19791666666666666,1.67,1.67,0.00,0.00,1.37,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,275,transfer_tps275
/node-besu6,0.37041666666666667,0.08,1.21,1.21,0.00,0.00,2.25,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,275,transfer_tps275
/node-besu5,0.27166666666666667,0.05833333333333333,1.06,1.06,0.00,0.00,1.83,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,275,transfer_tps275
/node-besu3,0.32083333333333336,0.06958333333333333,0.655,0.624,0.00,0.00,2.17,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,275,transfer_tps275
/node-besu2,0.18083333333333332,0.0525,1.18,1.18,0.00,0.00,2.01,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,275,transfer_tps275
/node-besu4,0.18583333333333332,0.04666666666666667,1.02,1.02,0.00,0.00,1.86,0.00,6n-10s-ibft-v26.2.0_20260404_211120,transfer,275,transfer_tps275
