Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB]
/node-besu4,0.32916666666666666,0.13041666666666665,706,639,0.00,0.00,2.63,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,100,open_tps100,,
/node-besu1,0.9674999999999999,0.2816666666666667,713,555,0.00,0.00,4.34,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,100,open_tps100,,
/node-besu2,0.22124999999999997,0.07916666666666666,645,598,0.00,0.00,0.00,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,100,open_tps100,,
/node-besu3,0.3120833333333333,0.10375000000000001,568,488,0.00,0.00,2.08,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,100,open_tps100,,
/node-besu4,0.21791666666666668,0.06333333333333334,,739,0.00,0.00,1.45,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,125,open_tps125,0.723,
/node-besu1,0.2020833333333333,0.06874999999999999,,912,0.00,0.00,2.49,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,125,open_tps125,1.12,
/node-besu2,0.17791666666666664,0.09083333333333334,,643,0.00,0.00,1.47,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,125,open_tps125,0.630,
/node-besu3,0.22458333333333333,0.07666666666666667,,475,0.00,0.00,1.68,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,125,open_tps125,0.494,
/node-besu4,0.07375,0.01958333333333333,,,0.00,0.00,1.27,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,150,open_tps150,0.724,0.724
/node-besu1,0.2970833333333333,0.08791666666666666,,,0.00,0.00,2.59,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,150,open_tps150,1.12,1.12
/node-besu2,0.18833333333333332,0.05708333333333334,,,0.00,0.00,1.33,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,150,open_tps150,0.637,0.634
/node-besu3,0.17500000000000002,0.049999999999999996,,,0.00,0.00,1.26,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,150,open_tps150,0.526,0.490
/node-besu4,0.13208333333333333,0.048749999999999995,,,0.00,0.00,1.21,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,175,open_tps175,0.726,0.726
