Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB]
/node-besu5,0.6316666666666667,0.21375,0.664,615,0.00,0.00,2.58,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,100,open_tps100,
/node-besu2,0.69125,0.20166666666666666,0.552,519,0.00,0.00,0.699,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,100,open_tps100,
/node-besu1,0.7000000000000001,0.29333333333333333,1.12,810,0.00,0.00,4.79,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,100,open_tps100,
/node-besu3,0.5758333333333333,0.19833333333333333,0.592,502,0.00,0.00,2.73,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,100,open_tps100,
/node-besu6,0.78125,0.21541666666666667,0.657,584,0.00,0.00,1.29,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,100,open_tps100,
/node-besu4,0.6925,0.20125,0.642,634,0.00,0.00,2.60,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,100,open_tps100,
/node-besu5,0.18208333333333335,0.04958333333333333,0.772,,0.00,0.00,1.47,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,125,open_tps125,0.708
/node-besu2,0.27958333333333335,0.08208333333333333,0.627,,0.00,0.00,1.84,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,125,open_tps125,0.533
/node-besu1,0.3116666666666667,0.15041666666666667,1.42,,0.00,0.00,4.70,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,125,open_tps125,1.27
/node-besu3,1.8954166666666667,0.2808333333333333,0.626,,0.00,0.00,1.90,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,125,open_tps125,0.563
/node-besu6,0.09250000000000001,0.034999999999999996,0.660,,0.00,0.00,1.20,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,125,open_tps125,0.659
/node-besu4,0.11375,0.05458333333333334,0.724,,0.00,0.00,1.54,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,125,open_tps125,0.706
/node-besu5,0.14916666666666667,0.02666666666666667,0.911,,0.00,0.00,1.00,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,150,open_tps150,0.896
/node-besu2,0.11499999999999999,0.024999999999999998,0.799,,0.00,0.00,0.637,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,150,open_tps150,0.614
/node-besu1,0.23875000000000002,0.07333333333333333,1.47,,0.00,0.00,3.54,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,150,open_tps150,1.45
/node-besu3,0.21041666666666667,0.035416666666666666,0.792,,0.00,0.00,1.57,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,150,open_tps150,0.658
/node-besu6,0.10833333333333334,0.020833333333333332,0.756,,0.00,0.00,0.863,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,150,open_tps150,0.742
/node-besu4,0.12833333333333333,0.023749999999999997,0.726,,0.00,0.00,1.31,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,150,open_tps150,0.725
/node-besu5,0.28375,0.10375000000000001,0.912,,0.00,0.00,1.21,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,175,open_tps175,0.911
/node-besu2,0.044583333333333336,0.020416666666666666,0.566,,0.00,0.00,1.29,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,175,open_tps175,0.534
/node-besu1,0.32583333333333336,0.12083333333333333,1.47,,0.00,0.00,2.59,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,175,open_tps175,1.47
/node-besu3,0.07458333333333333,0.035416666666666666,0.792,,0.00,0.00,1.42,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,175,open_tps175,0.649
/node-besu6,0.059166666666666666,0.020833333333333332,0.757,,0.00,0.00,0.840,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,175,open_tps175,0.757
/node-besu4,0.06791666666666667,0.015833333333333335,0.728,,0.00,0.00,1.26,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,175,open_tps175,0.727
/node-besu5,0.1075,0.021666666666666667,0.912,,0.00,0.00,0.961,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,200,open_tps200,0.912
/node-besu2,0.09083333333333334,0.016666666666666666,0.667,,0.00,0.00,0.887,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,200,open_tps200,0.576
/node-besu1,0.24125,0.06833333333333333,1.48,,0.00,0.00,3.13,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,200,open_tps200,1.47
/node-besu3,0.17708333333333334,0.041666666666666664,0.721,,0.00,0.00,1.53,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,200,open_tps200,0.598
/node-besu6,0.08625,0.015,0.758,,0.00,0.00,1.59,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,200,open_tps200,0.758
/node-besu4,0.10583333333333333,0.017499999999999998,0.740,,0.00,0.00,1.25,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,200,open_tps200,0.735
/node-besu5,0.09708333333333334,0.016666666666666666,0.913,,0.00,0.00,0.559,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,225,open_tps225,0.913
/node-besu2,0.17125,0.045000000000000005,0.693,,0.00,0.00,1.03,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,225,open_tps225,0.629
/node-besu1,0.22791666666666666,0.09999999999999999,1.48,,0.00,0.00,3.54,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,225,open_tps225,1.48
/node-besu3,0.19958333333333333,0.06458333333333334,0.737,,0.00,0.00,1.42,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,225,open_tps225,0.638
/node-besu6,0.09999999999999999,0.03125,0.760,,0.00,0.00,0.484,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,225,open_tps225,0.759
/node-besu4,0.21,0.052083333333333336,0.740,,0.00,0.00,1.26,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,225,open_tps225,0.740
/node-besu5,0.14041666666666666,0.03,0.913,,0.00,0.00,1.09,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,250,open_tps250,0.913
/node-besu2,0.6875,0.11916666666666666,0.669,,0.00,0.00,1.35,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,250,open_tps250,0.545
/node-besu1,0.30083333333333334,0.09291666666666666,1.49,,0.00,0.00,3.05,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,250,open_tps250,1.48
/node-besu3,0.40208333333333335,0.11833333333333333,0.737,,0.00,0.00,1.50,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,250,open_tps250,0.603
/node-besu6,0.25625000000000003,0.06874999999999999,0.760,,0.00,0.00,0.426,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,250,open_tps250,0.759
/node-besu4,0.2783333333333333,0.07041666666666667,0.749,,0.00,0.00,1.27,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,250,open_tps250,0.744
/node-besu5,0.11916666666666666,0.024999999999999998,0.914,,0.00,0.00,0.879,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,275,open_tps275,0.913
/node-besu2,0.20916666666666664,0.03791666666666667,0.586,,0.00,0.00,0.703,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,275,open_tps275,0.559
/node-besu1,0.22,0.14083333333333334,1.72,,0.00,0.00,4.75,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,275,open_tps275,1.64
/node-besu3,0.22124999999999997,0.03958333333333333,0.642,,0.00,0.00,1.55,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,275,open_tps275,0.602
/node-besu6,0.11875000000000001,0.022083333333333333,0.760,,0.00,0.00,0.379,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,275,open_tps275,0.760
/node-besu4,0.11291666666666667,0.022500000000000003,0.751,,0.00,0.00,1.21,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,275,open_tps275,0.750
/node-besu5,0.22291666666666665,0.06,0.914,,0.00,0.00,0.445,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,300,open_tps300,0.914
/node-besu2,0.18999999999999997,0.034583333333333334,0.611,,0.00,0.00,1.39,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,300,open_tps300,0.590
/node-besu1,0.37666666666666665,0.1775,1.72,,0.00,0.00,3.69,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,300,open_tps300,1.70
/node-besu3,0.12333333333333334,0.024583333333333332,0.703,,0.00,0.00,1.37,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,300,open_tps300,0.664
/node-besu6,0.09875,0.01958333333333333,0.761,,0.00,0.00,0.352,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,300,open_tps300,0.760
/node-besu4,0.11499999999999999,0.022500000000000003,0.751,,0.00,0.00,1.25,0.00,6n-15s-qbft-v26.2.0_20260404_195159,open,300,open_tps300,0.670
