Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [KB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu4,0.010833333333333334,0.0075,0.485,0.485,0.00,0.00,0.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,60,transfer_tps60
/node-besu2,0.02,0.011666666666666667,0.670,0.670,0.00,0.00,0.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,60,transfer_tps60
/node-besu6,0.0033333333333333335,0.002916666666666667,0.633,0.632,0.00,0.00,0.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,60,transfer_tps60
/node-besu1,0.34958333333333336,0.18041666666666667,1.29,1.26,0.00,0.00,0.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,60,transfer_tps60
/node-besu3,0.1991666666666667,0.10958333333333332,0.658,0.658,0.00,0.00,72.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,60,transfer_tps60
/node-besu5,0.01,0.008749999999999999,0.644,0.643,0.00,0.00,120,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,60,transfer_tps60
/node-besu6,0.011250000000000001,0.007083333333333334,0.634,0.634,0.00,0.00,64.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,70,transfer_tps70
/node-besu1,0.004583333333333333,0.0033333333333333335,1.30,1.27,0.00,0.00,432,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,70,transfer_tps70
/node-besu2,0.005,0.004166666666666667,0.671,0.671,0.00,0.00,268,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,70,transfer_tps70
/node-besu4,0.005,0.004166666666666667,0.485,0.485,0.00,0.00,68.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,70,transfer_tps70
/node-besu5,0.00375,0.0033333333333333335,0.645,0.645,0.00,0.00,64.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,70,transfer_tps70
/node-besu3,0.004166666666666667,0.0033333333333333335,0.659,0.659,0.00,0.00,116,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,70,transfer_tps70
/node-besu5,0.004166666666666667,0.0033333333333333335,0.646,0.646,0.00,0.00,16.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,80,transfer_tps80
/node-besu3,0.00375,0.0033333333333333335,0.660,0.660,0.00,0.00,72.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,80,transfer_tps80
/node-besu1,0.004166666666666667,0.0033333333333333335,1.24,1.24,0.00,0.00,0.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,80,transfer_tps80
/node-besu6,0.020833333333333332,0.011666666666666667,0.635,0.635,0.00,0.00,180,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,80,transfer_tps80
/node-besu2,0.004166666666666667,0.00375,0.672,0.672,0.00,0.00,0.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,80,transfer_tps80
/node-besu4,0.005416666666666667,0.004166666666666667,0.486,0.486,0.00,0.00,84.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,80,transfer_tps80
/node-besu2,0.022500000000000003,0.012916666666666667,0.673,0.673,0.00,0.00,96.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,90,transfer_tps90
/node-besu4,0.024166666666666666,0.01375,0.486,0.486,0.00,0.00,256,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,90,transfer_tps90
/node-besu1,0.029583333333333333,0.01625,1.30,1.27,0.00,0.00,0.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,90,transfer_tps90
/node-besu6,0.002916666666666667,0.002916666666666667,0.636,0.636,0.00,0.00,112,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,90,transfer_tps90
/node-besu5,0.024999999999999998,0.01375,0.646,0.646,0.00,0.00,96.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,90,transfer_tps90
/node-besu3,0.020416666666666666,0.011666666666666667,0.661,0.660,0.00,0.00,68.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,90,transfer_tps90
/node-besu6,0.002916666666666667,0.002916666666666667,0.637,0.636,0.00,0.00,0.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,100,transfer_tps100
/node-besu1,0.01,0.0062499999999999995,1.31,1.28,0.00,0.00,0.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,100,transfer_tps100
/node-besu3,0.011666666666666667,0.0075,0.661,0.661,0.00,0.00,128,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,100,transfer_tps100
/node-besu5,0.02,0.011250000000000001,0.646,0.646,0.00,0.00,0.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,100,transfer_tps100
/node-besu4,0.01375,0.008333333333333333,0.486,0.485,0.00,0.00,16.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,100,transfer_tps100
/node-besu2,0.010833333333333334,0.006666666666666667,0.673,0.673,0.00,0.00,0.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,100,transfer_tps100
/node-besu6,0.002916666666666667,0.002916666666666667,0.637,0.636,0.00,0.00,0.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,110,transfer_tps110
/node-besu1,0.020833333333333332,0.011666666666666667,1.24,1.24,0.00,0.00,152,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,110,transfer_tps110
/node-besu3,0.012916666666666667,0.007916666666666667,0.661,0.661,0.00,0.00,188,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,110,transfer_tps110
/node-besu5,0.010416666666666666,0.006666666666666667,0.647,0.646,0.00,0.00,144,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,110,transfer_tps110
/node-besu4,0.011250000000000001,0.008333333333333333,0.486,0.486,0.00,0.00,4.00,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,110,transfer_tps110
/node-besu2,0.010416666666666666,0.006666666666666667,0.673,0.673,0.00,0.00,16.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,110,transfer_tps110
/node-besu6,0.002916666666666667,0.002916666666666667,0.637,0.637,0.00,0.00,92.0,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,120,transfer_tps120
/node-besu1,0.01958333333333333,0.011250000000000001,1.24,1.24,0.00,0.00,108,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,120,transfer_tps120
/node-besu3,0.010416666666666666,0.0062499999999999995,0.662,0.661,0.00,0.00,220,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,120,transfer_tps120
/node-besu5,0.015833333333333335,0.009166666666666667,0.647,0.647,0.00,0.00,216,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,120,transfer_tps120
/node-besu4,0.08166666666666667,0.0425,0.486,0.486,0.00,0.00,148,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,120,transfer_tps120
/node-besu2,0.010416666666666666,0.006666666666666667,0.673,0.673,0.00,0.00,284,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,120,transfer_tps120
/node-besu3,0.017916666666666668,0.010416666666666666,0.662,0.661,0.00,0.00,196,0.00,6n-5s-qbft-v26.2.0_20260330_220414,transfer,130,transfer_tps130
