Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB]
/node-besu4,0.25875,0.11666666666666665,478,465,0.00,0.00,1.26,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,150,open_tps150,,
/node-besu2,0.23583333333333334,0.059166666666666666,602,583,0.00,0.00,1.26,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,150,open_tps150,,
/node-besu3,0.1975,0.04958333333333333,595,574,0.00,0.00,1.26,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,150,open_tps150,,
/node-besu1,0.21,0.08666666666666667,930,770,0.00,0.00,1.26,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,150,open_tps150,,
/node-besu6,0.1725,0.043333333333333335,609,581,0.00,0.00,1.26,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,150,open_tps150,,
/node-besu5,0.24833333333333332,0.0625,633,566,0.00,0.00,1.26,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,150,open_tps150,,
/node-besu4,0.8058333333333333,0.3745833333333333,,,0.00,0.00,0.0391,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,160,open_tps160,0.642,0.579
/node-besu2,0.5204166666666666,0.17833333333333334,,,0.00,0.00,0.266,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,160,open_tps160,0.591,0.590
/node-besu3,0.2733333333333333,0.09416666666666666,,,0.00,0.00,1.21,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,160,open_tps160,0.584,0.582
/node-besu1,0.635,0.21541666666666667,,,0.00,0.00,0.262,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,160,open_tps160,1.15,1.03
/node-besu6,0.2816666666666667,0.10166666666666667,,,0.00,0.00,1.21,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,160,open_tps160,0.594,0.593
/node-besu5,0.33083333333333337,0.11916666666666666,,,0.00,0.00,1.21,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,160,open_tps160,0.605,0.604
/node-besu4,0.07458333333333333,0.0275,,,0.00,0.00,1.23,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,170,open_tps170,0.649,0.646
/node-besu2,0.0825,0.0275,,,0.00,0.00,1.67,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,170,open_tps170,0.593,0.593
/node-besu3,0.12833333333333333,0.043333333333333335,,,0.00,0.00,1.22,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,170,open_tps170,0.590,0.588
/node-besu1,0.20875,0.06999999999999999,,,0.00,0.00,0.00,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,170,open_tps170,1.31,1.26
/node-besu6,0.08416666666666667,0.028333333333333335,,,0.00,0.00,1.22,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,170,open_tps170,0.596,0.595
/node-besu5,0.0725,0.025833333333333333,,,0.00,0.00,1.23,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,170,open_tps170,0.607,0.607
/node-besu4,0.022083333333333333,0.0075,,,0.00,0.00,0.766,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,180,open_tps180,0.652,0.651
/node-besu2,0.13875,0.04666666666666667,,,0.00,0.00,1.62,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,180,open_tps180,0.602,0.599
/node-besu3,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,1.23,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,180,open_tps180,0.591,0.591
/node-besu1,0.007916666666666667,0.002916666666666667,,,0.00,0.00,0.00,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,180,open_tps180,1.32,1.31
/node-besu6,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,1.23,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,180,open_tps180,0.600,0.598
/node-besu5,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,1.23,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,180,open_tps180,0.610,0.609
/node-besu4,0.050416666666666665,0.01958333333333333,,,0.00,0.00,0.785,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,190,open_tps190,0.653,0.653
/node-besu2,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,0.00,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,190,open_tps190,0.603,0.602
/node-besu3,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,1.22,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,190,open_tps190,0.592,0.592
/node-besu1,0.0008333333333333334,0.0004166666666666667,,,0.00,0.00,0.00,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,190,open_tps190,1.32,1.32
/node-besu6,0.0008333333333333334,0.0004166666666666667,,,0.00,0.00,1.23,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,190,open_tps190,0.600,0.600
/node-besu5,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,1.22,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,190,open_tps190,0.611,0.610
/node-besu4,0.007083333333333334,0.0025,,,0.00,0.00,0.684,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,200,open_tps200,0.654,0.654
/node-besu2,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,1.17,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,200,open_tps200,0.603,0.603
/node-besu3,0.0008333333333333334,0.0004166666666666667,,,0.00,0.00,1.23,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,200,open_tps200,0.656,0.635
/node-besu1,0.0020833333333333333,0.0008333333333333334,,,0.00,0.00,1.17,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,200,open_tps200,1.32,1.32
/node-besu6,0.00125,0.0004166666666666667,,,0.00,0.00,0.684,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,200,open_tps200,0.603,0.602
/node-besu5,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,1.23,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,200,open_tps200,0.614,0.613
/node-besu4,0.0075,0.004166666666666667,,,0.00,0.00,0.762,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,210,open_tps210,0.655,0.655
/node-besu2,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,1.88,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,210,open_tps210,0.605,0.604
/node-besu3,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,0.758,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,210,open_tps210,0.660,0.658
/node-besu1,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,1.88,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,210,open_tps210,1.33,1.32
/node-besu6,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,0.0156,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,210,open_tps210,0.604,0.603
/node-besu5,0.0020833333333333333,0.0008333333333333334,,,0.00,0.00,0.758,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,210,open_tps210,0.616,0.616
/node-besu4,0.05333333333333334,0.021666666666666667,,,0.00,0.00,1.17,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,220,open_tps220,0.658,0.657
/node-besu2,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,1.59,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,220,open_tps220,0.605,0.605
/node-besu3,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,1.17,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,220,open_tps220,0.660,0.660
/node-besu1,0.041666666666666664,0.014166666666666668,,,0.00,0.00,1.59,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,220,open_tps220,1.32,1.32
/node-besu6,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,0.0156,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,220,open_tps220,0.605,0.604
/node-besu5,0.0004166666666666667,0.0004166666666666667,,,0.00,0.00,1.17,0.00,6n-5s-qbft-v24.6.0_20260331_034023,open,220,open_tps220,0.617,0.617
