Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Report,TPS,Disc Write [KB]
/node-besu2,0.3775,0.10666666666666667,548,518,0.00,0.00,1.34,0.00,open_report,0,
/node-besu3,0.015,0.007083333333333334,529,511,0.00,0.00,1.31,0.00,open_report,0,
/node-besu5,0.40625,0.10875,472,455,0.00,0.00,1.32,0.00,open_report,0,
/node-besu4,0.085,0.023749999999999997,575,536,0.00,0.00,1.29,0.00,open_report,0,
/node-besu1,0.4041666666666666,0.10666666666666667,906,700,0.00,0.00,2.16,0.00,open_report,0,
/node-besu6,0.034999999999999996,0.017499999999999998,514,474,0.00,0.00,1.32,0.00,open_report,0,
/node-besu2,0.0033333333333333335,0.0033333333333333335,544,544,0.00,0.00,,0.00,query_report,0,0.00
/node-besu3,0.017499999999999998,0.010416666666666666,530,529,0.00,0.00,,0.00,query_report,0,52.0
/node-besu5,0.04125,0.022083333333333333,505,497,0.00,0.00,,0.00,query_report,0,52.0
/node-besu4,0.05958333333333333,0.03125,571,570,0.00,0.00,,0.00,query_report,0,0.00
/node-besu1,0.030416666666666665,0.016666666666666666,905,904,0.00,0.00,,0.00,query_report,0,180
/node-besu6,0.030416666666666665,0.017083333333333332,514,514,0.00,0.00,,0.00,query_report,0,52.0
/node-besu2,0.08125,0.042083333333333334,546,545,0.00,0.00,,0.00,transfer_report,0,0.00
/node-besu3,0.004583333333333333,0.00375,623,589,0.00,0.00,,0.00,transfer_report,0,64.0
/node-besu5,0.00375,0.0033333333333333335,540,535,0.00,0.00,,0.00,transfer_report,0,80.0
/node-besu4,0.002916666666666667,0.002916666666666667,571,571,0.00,0.00,,0.00,transfer_report,0,0.00
/node-besu1,0.0033333333333333335,0.002916666666666667,914,908,0.00,0.00,,0.00,transfer_report,0,108
/node-besu6,0.0033333333333333335,0.0033333333333333335,517,516,0.00,0.00,,0.00,transfer_report,0,64.0
