Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [KB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu1,0.008333333333333333,0.0062499999999999995,1.22,1.22,0.00,0.00,168,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,60,transfer_tps60
/node-besu2,0.07875,0.04791666666666666,0.449,0.448,0.00,0.00,212,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,60,transfer_tps60
/node-besu3,0.010416666666666666,0.007083333333333334,0.663,0.662,0.00,0.00,152,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,60,transfer_tps60
/node-besu4,0.012916666666666667,0.007916666666666667,0.491,0.490,0.00,0.00,0.00,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,60,transfer_tps60
/node-besu1,0.007916666666666667,0.0062499999999999995,1.22,1.22,0.00,0.00,212,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,70,transfer_tps70
/node-besu2,0.017083333333333332,0.011250000000000001,0.451,0.450,0.00,0.00,300,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,70,transfer_tps70
/node-besu3,0.015833333333333335,0.012499999999999999,0.664,0.663,0.00,0.00,196,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,70,transfer_tps70
/node-besu4,0.005833333333333334,0.004583333333333333,0.487,0.486,0.00,0.00,152,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,70,transfer_tps70
/node-besu1,0.007083333333333334,0.005,1.22,1.22,0.00,0.00,844,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,80,transfer_tps80
/node-besu2,0.07416666666666667,0.04125,0.452,0.451,0.00,0.00,260,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,80,transfer_tps80
/node-besu3,0.01,0.0062499999999999995,0.664,0.664,0.00,0.00,228,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,80,transfer_tps80
/node-besu4,0.075,0.03916666666666666,0.484,0.484,0.00,0.00,0.00,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,80,transfer_tps80
/node-besu1,0.011666666666666667,0.007083333333333334,1.22,1.22,0.00,0.00,132,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,90,transfer_tps90
/node-besu2,0.012499999999999999,0.0075,0.452,0.452,0.00,0.00,88.0,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,90,transfer_tps90
/node-besu3,0.015833333333333335,0.009166666666666667,0.665,0.665,0.00,0.00,72.0,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,90,transfer_tps90
/node-besu4,0.05416666666666667,0.028749999999999998,0.485,0.485,0.00,0.00,0.00,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,90,transfer_tps90
/node-besu1,0.014583333333333332,0.008749999999999999,1.22,1.22,0.00,0.00,120,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,100,transfer_tps100
/node-besu2,0.08625,0.04583333333333334,0.452,0.452,0.00,0.00,104,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,100,transfer_tps100
/node-besu3,0.012083333333333333,0.008749999999999999,0.665,0.665,0.00,0.00,72.0,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,100,transfer_tps100
/node-besu4,0.014166666666666668,0.008749999999999999,0.485,0.485,0.00,0.00,332,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,100,transfer_tps100
/node-besu1,0.005833333333333334,0.004166666666666667,1.22,1.22,0.00,0.00,120,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,110,transfer_tps110
/node-besu2,0.012499999999999999,0.008333333333333333,0.453,0.453,0.00,0.00,116,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,110,transfer_tps110
/node-besu3,0.005833333333333334,0.004166666666666667,0.666,0.666,0.00,0.00,100,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,110,transfer_tps110
/node-besu4,0.07708333333333334,0.04791666666666666,0.485,0.485,0.00,0.00,100,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,110,transfer_tps110
/node-besu1,0.006666666666666667,0.004583333333333333,1.22,1.22,0.00,0.00,88.0,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,120,transfer_tps120
/node-besu2,0.010416666666666666,0.007916666666666667,0.452,0.452,0.00,0.00,100,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,120,transfer_tps120
/node-besu3,0.007916666666666667,0.005416666666666667,0.666,0.666,0.00,0.00,68.0,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,120,transfer_tps120
/node-besu4,0.005833333333333334,0.004583333333333333,0.485,0.485,0.00,0.00,80.0,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,120,transfer_tps120
/node-besu1,0.0075,0.005,1.22,1.22,0.00,0.00,0.00,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,130,transfer_tps130
/node-besu2,0.012083333333333333,0.0075,0.452,0.452,0.00,0.00,164,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,130,transfer_tps130
/node-besu3,0.027083333333333334,0.014583333333333332,0.666,0.666,0.00,0.00,144,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,130,transfer_tps130
/node-besu4,0.004166666666666667,0.00375,0.485,0.485,0.00,0.00,0.00,0.00,4n-5s-ibft-v26.2.0_20260330_230006,transfer,130,transfer_tps130
