Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Report,TPS,Disc Write [KB]
/node-besu2,0.12541666666666665,0.03208333333333333,496,486,0.00,0.00,0.984,0.00,open_report,0,
/node-besu6,0.4191666666666667,0.09083333333333334,553,514,0.00,0.00,1.34,0.00,open_report,0,
/node-besu1,0.40375,0.14666666666666667,984,692,0.00,0.00,2.20,0.00,open_report,0,
/node-besu5,1.10625,0.22458333333333333,545,505,0.00,0.00,1.34,0.00,open_report,0,
/node-besu4,0.43375,0.09625,515,502,0.00,0.00,1.36,0.00,open_report,0,
/node-besu3,0.38083333333333336,0.08,555,517,0.00,0.00,1.34,0.00,open_report,0,
/node-besu2,0.008333333333333333,0.007083333333333334,512,508,0.00,0.00,,0.00,query_report,0,0.00
/node-besu6,0.002916666666666667,0.0025,553,553,0.00,0.00,,0.00,query_report,0,32.0
/node-besu1,0.0033333333333333335,0.002916666666666667,987,985,0.00,0.00,,0.00,query_report,0,252
/node-besu5,0.0075,0.005,545,545,0.00,0.00,,0.00,query_report,0,64.0
/node-besu4,0.002916666666666667,0.0025,514,514,0.00,0.00,,0.00,query_report,0,36.0
/node-besu3,0.0033333333333333335,0.002916666666666667,563,555,0.00,0.00,,0.00,query_report,0,60.0
/node-besu2,0.010416666666666666,0.006666666666666667,534,533,0.00,0.00,,0.00,transfer_report,0,0.00
/node-besu6,0.0025,0.0025,593,593,0.00,0.00,,0.00,transfer_report,0,52.0
/node-besu1,0.0033333333333333335,0.002916666666666667,987,986,0.00,0.00,,0.00,transfer_report,0,0.00
/node-besu5,0.002916666666666667,0.002916666666666667,547,546,0.00,0.00,,0.00,transfer_report,0,84.0
/node-besu4,0.002916666666666667,0.0025,523,519,0.00,0.00,,0.00,transfer_report,0,48.0
/node-besu3,0.002916666666666667,0.0025,587,587,0.00,0.00,,0.00,transfer_report,0,48.0
