Experiment,Function,TPS,Throughput_TPS,Avg_Latency_s,CPU_avg_%,CPU_max_%,Mem_avg_GB,Mem_max_GB
10n-5s-ibft-v26.2.0_20260404_175600,open,125,106.4,5.08,0.09898611111111105,0.3533333333333333,0.8659624999999999,1.52
10n-5s-ibft-v26.2.0_20260404_175600,open,150,119.6,5.06,0.09898611111111105,0.3533333333333333,0.8659624999999999,1.52
10n-5s-ibft-v26.2.0_20260404_175600,open,175,133.5,4.5,0.09898611111111105,0.3533333333333333,0.8659624999999999,1.52
10n-5s-ibft-v26.2.0_20260404_175600,open,200,116.7,6.24,0.09898611111111105,0.3533333333333333,0.8659624999999999,1.52
10n-5s-ibft-v26.2.0_20260404_175600,open,225,116.5,5.71,0.09898611111111105,0.3533333333333333,0.8659624999999999,1.52
10n-5s-ibft-v26.2.0_20260404_175600,open,250,135.2,5.45,0.09898611111111105,0.3533333333333333,0.8659624999999999,1.52
10n-5s-ibft-v26.2.0_20260404_175600,open,275,137.6,5.54,0.09898611111111105,0.3533333333333333,0.8659624999999999,1.52
10n-5s-ibft-v26.2.0_20260404_175600,open,300,126.8,6.33,0.09898611111111105,0.3533333333333333,0.8659624999999999,1.52
10n-5s-ibft-v26.2.0_20260404_175600,query,125,125.1,0.0,0.010537037037036996,0.0270833333333333,0.9049444444444443,1.45
10n-5s-ibft-v26.2.0_20260404_175600,query,150,150.1,0.0,0.010537037037036996,0.0270833333333333,0.9049444444444443,1.45
10n-5s-ibft-v26.2.0_20260404_175600,query,175,175.2,0.0,0.010537037037036996,0.0270833333333333,0.9049444444444443,1.45
10n-5s-ibft-v26.2.0_20260404_175600,query,200,200.2,0.0,0.010537037037036996,0.0270833333333333,0.9049444444444443,1.45
10n-5s-ibft-v26.2.0_20260404_175600,query,225,225.2,0.0,0.010537037037036996,0.0270833333333333,0.9049444444444443,1.45
10n-5s-ibft-v26.2.0_20260404_175600,query,250,250.2,0.0,0.010537037037036996,0.0270833333333333,0.9049444444444443,1.45
10n-5s-ibft-v26.2.0_20260404_175600,query,275,275.3,0.0,0.010537037037036996,0.0270833333333333,0.9049444444444443,1.45
10n-5s-ibft-v26.2.0_20260404_175600,query,300,300.3,0.0,0.010537037037036996,0.0270833333333333,0.9049444444444443,1.45
10n-5s-ibft-v26.2.0_20260404_175600,transfer,125,104.9,4.39,0.0658055555555555,0.225,1.1878222222222221,1.65
10n-5s-ibft-v26.2.0_20260404_175600,transfer,150,112.0,4.76,0.0658055555555555,0.225,1.1878222222222221,1.65
10n-5s-ibft-v26.2.0_20260404_175600,transfer,175,105.5,5.69,0.0658055555555555,0.225,1.1878222222222221,1.65
10n-5s-ibft-v26.2.0_20260404_175600,transfer,200,127.0,6.07,0.0658055555555555,0.225,1.1878222222222221,1.65
10n-5s-ibft-v26.2.0_20260404_175600,transfer,225,98.7,7.0,0.0658055555555555,0.225,1.1878222222222221,1.65
10n-5s-ibft-v26.2.0_20260404_175600,transfer,250,79.1,9.93,0.0658055555555555,0.225,1.1878222222222221,1.65
10n-5s-ibft-v26.2.0_20260404_175600,transfer,275,130.6,6.62,0.0658055555555555,0.225,1.1878222222222221,1.65
10n-5s-ibft-v26.2.0_20260404_175600,transfer,300,109.6,7.22,0.0658055555555555,0.225,1.1878222222222221,1.65
10n-5s-qbft-v26.2.0_20260404_161434,open,125,100.2,4.65,0.07637499999999996,0.3487499999999999,0.8992124999999997,1.48
10n-5s-qbft-v26.2.0_20260404_161434,open,150,109.0,4.42,0.07637499999999996,0.3487499999999999,0.8992124999999997,1.48
10n-5s-qbft-v26.2.0_20260404_161434,open,175,132.5,4.53,0.07637499999999996,0.3487499999999999,0.8992124999999997,1.48
10n-5s-qbft-v26.2.0_20260404_161434,open,200,112.2,5.29,0.07637499999999996,0.3487499999999999,0.8992124999999997,1.48
10n-5s-qbft-v26.2.0_20260404_161434,open,225,132.3,5.65,0.07637499999999996,0.3487499999999999,0.8992124999999997,1.48
10n-5s-qbft-v26.2.0_20260404_161434,open,250,130.1,6.28,0.07637499999999996,0.3487499999999999,0.8992124999999997,1.48
10n-5s-qbft-v26.2.0_20260404_161434,open,275,125.9,8.18,0.07637499999999996,0.3487499999999999,0.8992124999999997,1.48
10n-5s-qbft-v26.2.0_20260404_161434,open,300,131.6,6.2,0.07637499999999996,0.3487499999999999,0.8992124999999997,1.48
10n-5s-qbft-v26.2.0_20260404_161434,query,125,125.1,0.0,0.01039351851851848,0.0395833333333333,0.9471666666666667,1.45
10n-5s-qbft-v26.2.0_20260404_161434,query,150,150.1,0.0,0.01039351851851848,0.0395833333333333,0.9471666666666667,1.45
10n-5s-qbft-v26.2.0_20260404_161434,query,175,175.1,0.0,0.01039351851851848,0.0395833333333333,0.9471666666666667,1.45
10n-5s-qbft-v26.2.0_20260404_161434,query,200,200.2,0.0,0.01039351851851848,0.0395833333333333,0.9471666666666667,1.45
10n-5s-qbft-v26.2.0_20260404_161434,query,225,225.2,0.0,0.01039351851851848,0.0395833333333333,0.9471666666666667,1.45
10n-5s-qbft-v26.2.0_20260404_161434,query,250,250.2,0.0,0.01039351851851848,0.0395833333333333,0.9471666666666667,1.45
10n-5s-qbft-v26.2.0_20260404_161434,query,275,275.3,0.0,0.01039351851851848,0.0395833333333333,0.9471666666666667,1.45
10n-5s-qbft-v26.2.0_20260404_161434,query,300,300.3,0.0,0.01039351851851848,0.0395833333333333,0.9471666666666667,1.45
10n-5s-qbft-v26.2.0_20260404_161434,transfer,125,105.9,4.37,0.06861111111111108,0.2558333333333333,1.1473777777777778,1.71
10n-5s-qbft-v26.2.0_20260404_161434,transfer,150,114.4,4.96,0.06861111111111108,0.2558333333333333,1.1473777777777778,1.71
10n-5s-qbft-v26.2.0_20260404_161434,transfer,175,105.6,5.54,0.06861111111111108,0.2558333333333333,1.1473777777777778,1.71
10n-5s-qbft-v26.2.0_20260404_161434,transfer,200,89.3,6.55,0.06861111111111108,0.2558333333333333,1.1473777777777778,1.71
10n-5s-qbft-v26.2.0_20260404_161434,transfer,225,115.4,6.81,0.06861111111111108,0.2558333333333333,1.1473777777777778,1.71
10n-5s-qbft-v26.2.0_20260404_161434,transfer,250,110.0,9.98,0.06861111111111108,0.2558333333333333,1.1473777777777778,1.71
10n-5s-qbft-v26.2.0_20260404_161434,transfer,275,111.6,8.57,0.06861111111111108,0.2558333333333333,1.1473777777777778,1.71
10n-5s-qbft-v26.2.0_20260404_161434,transfer,300,85.3,9.08,0.06861111111111108,0.2558333333333333,1.1473777777777778,1.71
12n-5s-ibft-v26.2.0_20260404_231735,open,125,93.4,6.85,0.08541666666666664,0.3154166666666667,0.9416770833333333,1.58
12n-5s-ibft-v26.2.0_20260404_231735,open,150,107.9,4.87,0.08541666666666664,0.3154166666666667,0.9416770833333333,1.58
12n-5s-ibft-v26.2.0_20260404_231735,open,175,131.0,5.02,0.08541666666666664,0.3154166666666667,0.9416770833333333,1.58
12n-5s-ibft-v26.2.0_20260404_231735,open,200,112.8,5.52,0.08541666666666664,0.3154166666666667,0.9416770833333333,1.58
12n-5s-ibft-v26.2.0_20260404_231735,open,225,138.6,5.42,0.08541666666666664,0.3154166666666667,0.9416770833333333,1.58
12n-5s-ibft-v26.2.0_20260404_231735,open,250,135.3,5.68,0.08541666666666664,0.3154166666666667,0.9416770833333333,1.58
12n-5s-ibft-v26.2.0_20260404_231735,open,275,131.5,6.71,0.08541666666666664,0.3154166666666667,0.9416770833333333,1.58
12n-5s-ibft-v26.2.0_20260404_231735,open,300,120.6,9.02,0.08541666666666664,0.3154166666666667,0.9416770833333333,1.58
12n-5s-ibft-v26.2.0_20260404_231735,query,125,125.1,0.0,0.009745370370370335,0.0354166666666666,1.0204166666666667,1.6
