Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB],Disc Write [KB]
/node-besu8,0.44916666666666666,0.2575,0.624,597,0.00,0.00,1.44,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,150,open_tps150,,
/node-besu10,0.46291666666666664,0.21375,0.603,533,0.00,0.00,1.55,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,150,open_tps150,,
/node-besu3,0.39291666666666664,0.14416666666666667,0.623,594,0.00,0.00,1.46,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,150,open_tps150,,
/node-besu6,0.4183333333333333,0.15916666666666665,0.638,595,0.00,0.00,1.55,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,150,open_tps150,,
/node-besu1,0.47541666666666665,0.2520833333333333,1.09,737,0.00,0.00,1.75,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,150,open_tps150,,
/node-besu5,0.44875,0.16749999999999998,0.595,567,0.00,0.00,1.63,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,150,open_tps150,,
/node-besu2,0.4608333333333334,0.18583333333333332,0.619,591,0.00,0.00,1.65,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,150,open_tps150,,
/node-besu9,0.4566666666666667,0.17208333333333334,0.617,621,0.00,0.00,0.0273,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,150,open_tps150,,
/node-besu4,0.4291666666666667,0.16625,0.585,569,0.00,0.00,1.52,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,150,open_tps150,,
/node-besu7,0.4008333333333333,0.15875,0.637,619,0.00,0.00,1.50,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,150,open_tps150,,
/node-besu8,0.355,0.18666666666666668,0.685,,0.00,0.00,0.559,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,160,open_tps160,0.673,
/node-besu10,0.5270833333333333,0.18333333333333335,0.613,,0.00,0.00,0.613,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,160,open_tps160,0.608,
/node-besu3,0.3879166666666667,0.14625,0.634,,0.00,0.00,0.605,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,160,open_tps160,0.631,
/node-besu6,0.38458333333333333,0.13916666666666666,0.680,,0.00,0.00,0.598,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,160,open_tps160,0.652,
/node-besu1,0.48541666666666666,0.17333333333333334,1.24,,0.00,0.00,1.52,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,160,open_tps160,1.14,
/node-besu5,0.41041666666666665,0.15833333333333333,0.595,,0.00,0.00,0.578,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,160,open_tps160,0.593,
/node-besu2,0.29541666666666666,0.10583333333333333,0.677,,0.00,0.00,0.605,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,160,open_tps160,0.648,
/node-besu9,0.34041666666666665,0.12125000000000001,0.724,,0.00,0.00,0.00,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,160,open_tps160,0.695,
/node-besu4,0.4075,0.14958333333333332,0.629,,0.00,0.00,0.594,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,160,open_tps160,0.600,
/node-besu7,0.36000000000000004,0.13041666666666665,0.711,,0.00,0.00,0.00,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,160,open_tps160,0.682,
/node-besu8,0.13708333333333333,0.04833333333333333,0.688,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,170,open_tps170,0.687,420
/node-besu10,0.1325,0.046250000000000006,0.682,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,170,open_tps170,0.659,444
/node-besu3,0.11625,0.04083333333333333,0.707,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,170,open_tps170,0.690,396
/node-besu6,0.021666666666666667,0.012083333333333333,0.725,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,170,open_tps170,0.725,408
/node-besu1,0.04833333333333333,0.020416666666666666,1.25,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,170,open_tps170,1.25,824
/node-besu5,0.0062499999999999995,0.004583333333333333,0.604,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,170,open_tps170,0.598,480
/node-besu2,0.004583333333333333,0.00375,0.685,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,170,open_tps170,0.680,348
/node-besu9,0.002916666666666667,0.002916666666666667,0.727,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,170,open_tps170,0.726,8.00
/node-besu4,0.012083333333333333,0.006666666666666667,0.636,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,170,open_tps170,0.634,436
/node-besu7,0.00375,0.0033333333333333335,0.720,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,170,open_tps170,0.717,0.00
/node-besu8,0.09625,0.02625,0.699,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,180,open_tps180,0.694,816
/node-besu10,0.24125,0.06791666666666667,0.696,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,180,open_tps180,0.688,820
/node-besu3,0.2833333333333333,0.08208333333333333,0.709,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,180,open_tps180,0.709,824
/node-besu6,0.29916666666666664,0.08333333333333333,0.727,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,180,open_tps180,0.726,860
/node-besu1,0.26791666666666664,0.10333333333333333,1.31,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,180,open_tps180,1.28,832
/node-besu5,0.30291666666666667,0.085,0.658,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,180,open_tps180,0.644,816
/node-besu2,0.2225,0.06833333333333333,0.687,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,180,open_tps180,0.686,804
/node-besu9,0.2125,0.06458333333333334,0.728,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,180,open_tps180,0.728,4.00
/node-besu4,0.5020833333333333,0.13625,0.687,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,180,open_tps180,0.655,824
/node-besu7,0.30916666666666665,0.08958333333333333,0.721,,0.00,0.00,,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,180,open_tps180,0.721,16.0
/node-besu8,0.020416666666666666,0.01,0.699,,0.00,0.00,0.777,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,190,open_tps190,0.695,
/node-besu10,0.017916666666666668,0.012499999999999999,0.707,,0.00,0.00,0.766,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,190,open_tps190,0.702,
/node-besu3,0.020833333333333332,0.010833333333333334,0.710,,0.00,0.00,0.266,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,190,open_tps190,0.709,
/node-besu6,0.023749999999999997,0.011250000000000001,0.727,,0.00,0.00,0.754,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,190,open_tps190,0.727,
/node-besu1,0.24875,0.09250000000000001,1.31,,0.00,0.00,1.03,0.00,10n-5s-ibft-v26.2.0_20260330_234119,open,190,open_tps190,1.29,
