Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu5,0.6641666666666667,0.11666666666666665,0.780,0.779,0.00,0.00,2.40,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,100,transfer_tps100
/node-besu6,0.6,0.12166666666666666,0.645,0.592,0.00,0.00,1.58,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,100,transfer_tps100
/node-besu3,0.7683333333333334,0.16708333333333333,0.838,0.641,0.00,0.00,1.82,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,100,transfer_tps100
/node-besu1,0.4779166666666667,0.17333333333333334,1.47,1.47,0.00,0.00,5.25,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,100,transfer_tps100
/node-besu2,0.75625,0.14125000000000001,0.670,0.632,0.00,0.00,2.69,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,100,transfer_tps100
/node-besu4,0.6124999999999999,0.12166666666666666,0.623,0.578,0.00,0.00,1.64,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,100,transfer_tps100
/node-besu5,0.09416666666666666,0.029583333333333333,0.784,0.783,0.00,0.00,2.37,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,125,transfer_tps125
/node-besu6,0.14041666666666666,0.043750000000000004,0.675,0.642,0.00,0.00,3.18,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,125,transfer_tps125
/node-besu3,0.15125,0.03916666666666666,0.741,0.601,0.00,0.00,4.39,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,125,transfer_tps125
/node-besu1,0.29416666666666663,0.08625,1.47,1.47,0.00,0.00,3.65,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,125,transfer_tps125
/node-besu2,0.33208333333333334,0.1025,0.545,0.526,0.00,0.00,3.43,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,125,transfer_tps125
/node-besu4,0.13916666666666666,0.05125,0.626,0.591,0.00,0.00,1.42,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,125,transfer_tps125
/node-besu5,0.08166666666666667,0.021666666666666667,0.949,0.915,0.00,0.00,2.10,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,150,transfer_tps150
/node-besu6,0.15375,0.03208333333333333,0.850,0.711,0.00,0.00,0.734,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,150,transfer_tps150
/node-besu3,0.08750000000000001,0.0275,0.763,0.675,0.00,0.00,2.30,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,150,transfer_tps150
/node-besu1,0.23875000000000002,0.09333333333333334,1.48,1.48,0.00,0.00,3.96,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,150,transfer_tps150
/node-besu2,0.17833333333333334,0.04,0.653,0.605,0.00,0.00,2.51,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,150,transfer_tps150
/node-besu4,0.25,0.04958333333333333,0.623,0.591,0.00,0.00,1.87,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,150,transfer_tps150
/node-besu5,0.23875000000000002,0.0525,0.950,0.950,0.00,0.00,1.85,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,175,transfer_tps175
/node-besu6,0.43291666666666667,0.08541666666666665,0.699,0.648,0.00,0.00,0.355,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,175,transfer_tps175
/node-besu3,0.4370833333333333,0.08708333333333333,0.705,0.614,0.00,0.00,2.13,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,175,transfer_tps175
/node-besu1,0.27458333333333335,0.14083333333333334,1.55,1.51,0.00,0.00,4.68,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,175,transfer_tps175
/node-besu2,0.4808333333333333,0.0825,0.777,0.682,0.00,0.00,2.16,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,175,transfer_tps175
/node-besu4,0.5358333333333333,0.11208333333333333,0.684,0.637,0.00,0.00,3.12,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,175,transfer_tps175
/node-besu5,0.4695833333333333,0.06916666666666667,0.953,0.952,0.00,0.00,1.88,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,200,transfer_tps200
/node-besu6,0.3204166666666667,0.049999999999999996,0.700,0.646,0.00,0.00,2.08,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,200,transfer_tps200
/node-besu3,0.29625,0.06375,0.673,0.604,0.00,0.00,2.05,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,200,transfer_tps200
/node-besu1,0.23083333333333333,0.10666666666666667,1.70,1.59,0.00,0.00,5.68,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,200,transfer_tps200
/node-besu2,0.4370833333333333,0.06208333333333333,0.778,0.720,0.00,0.00,1.94,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,200,transfer_tps200
/node-besu4,0.5504166666666667,0.07791666666666668,0.762,0.683,0.00,0.00,0.410,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,200,transfer_tps200
/node-besu5,0.13166666666666668,0.03375,0.953,0.953,0.00,0.00,1.78,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,225,transfer_tps225
/node-besu6,0.4504166666666667,0.065,0.687,0.640,0.00,0.00,2.07,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,225,transfer_tps225
/node-besu3,0.5020833333333333,0.08125,0.676,0.620,0.00,0.00,0.762,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,225,transfer_tps225
/node-besu1,0.25666666666666665,0.11916666666666666,1.72,1.71,0.00,0.00,5.19,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,225,transfer_tps225
/node-besu2,0.36041666666666666,0.06708333333333334,0.697,0.618,0.00,0.00,2.12,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,225,transfer_tps225
/node-besu4,0.54875,0.08875,0.754,0.667,0.00,0.00,1.57,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,225,transfer_tps225
/node-besu5,0.33958333333333335,0.05875,0.955,0.954,0.00,0.00,2.54,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,250,transfer_tps250
/node-besu6,0.46166666666666667,0.06666666666666667,0.684,0.653,0.00,0.00,2.00,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,250,transfer_tps250
/node-besu3,0.5066666666666667,0.07208333333333333,0.760,0.621,0.00,0.00,2.04,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,250,transfer_tps250
/node-besu1,0.24458333333333335,0.12333333333333334,1.74,1.72,0.00,0.00,4.64,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,250,transfer_tps250
/node-besu2,0.48875,0.08458333333333333,0.697,0.596,0.00,0.00,2.00,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,250,transfer_tps250
/node-besu4,0.46249999999999997,0.08208333333333333,0.710,0.666,0.00,0.00,0.574,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,250,transfer_tps250
/node-besu5,0.12333333333333334,0.03208333333333333,0.957,0.956,0.00,0.00,2.01,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,275,transfer_tps275
/node-besu6,0.5191666666666667,0.07333333333333333,0.767,0.661,0.00,0.00,1.93,0.00,6n-20s-qbft-v26.2.0_20260404_201612,transfer,275,transfer_tps275
