Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Report,TPS,Disc Write [KB]
/node-besu4,0.44083333333333335,0.21083333333333332,597,567,0.00,0.00,1.09,0.00,open_report,0,
/node-besu10,0.41500000000000004,0.20083333333333334,566,525,0.00,0.00,1.48,0.00,open_report,0,
/node-besu5,0.4141666666666666,0.20583333333333334,563,514,0.00,0.00,1.59,0.00,open_report,0,
/node-besu8,0.44375000000000003,0.22708333333333333,590,544,0.00,0.00,0.586,0.00,open_report,0,
/node-besu3,0.5054166666666667,0.22333333333333336,689,629,0.00,0.00,1.11,0.00,open_report,0,
/node-besu1,0.6658333333333334,0.3445833333333333,880,610,0.00,0.00,1.16,0.00,open_report,0,
/node-besu7,0.44249999999999995,0.21625000000000003,589,543,0.00,0.00,1.10,0.00,open_report,0,
/node-besu6,0.3829166666666666,0.1625,551,520,0.00,0.00,1.11,0.00,open_report,0,
/node-besu9,0.32,0.145,529,519,0.00,0.00,0.992,0.00,open_report,0,
/node-besu2,0.36041666666666666,0.18041666666666667,586,580,0.00,0.00,0.273,0.00,open_report,0,
/node-besu4,0.007916666666666667,0.005416666666666667,622,622,0.00,0.00,,0.00,query_report,0,76.0
/node-besu10,0.023749999999999997,0.013333333333333334,560,560,0.00,0.00,,0.00,query_report,0,80.0
/node-besu5,0.027083333333333334,0.017916666666666668,564,563,0.00,0.00,,0.00,query_report,0,120
/node-besu8,0.02,0.011666666666666667,590,590,0.00,0.00,,0.00,query_report,0,500
/node-besu3,0.022500000000000003,0.012916666666666667,689,689,0.00,0.00,,0.00,query_report,0,0.00
/node-besu1,0.025416666666666667,0.015,900,890,0.00,0.00,,0.00,query_report,0,200
/node-besu7,0.02125,0.013333333333333334,589,589,0.00,0.00,,0.00,query_report,0,80.0
/node-besu6,0.024583333333333332,0.01375,596,596,0.00,0.00,,0.00,query_report,0,76.0
/node-besu9,0.021666666666666667,0.012499999999999999,558,546,0.00,0.00,,0.00,query_report,0,68.0
/node-besu2,0.020833333333333332,0.012083333333333333,586,586,0.00,0.00,,0.00,query_report,0,656
/node-besu4,0.059166666666666666,0.03958333333333333,623,623,0.00,0.00,,0.00,transfer_report,0,124
/node-besu10,0.005833333333333334,0.005833333333333334,565,562,0.00,0.00,,0.00,transfer_report,0,220
/node-besu5,0.006666666666666667,0.004583333333333333,567,565,0.00,0.00,,0.00,transfer_report,0,216
/node-besu8,0.002916666666666667,0.002916666666666667,591,591,0.00,0.00,,0.00,transfer_report,0,232
/node-besu3,0.014583333333333332,0.011250000000000001,693,692,0.00,0.00,,0.00,transfer_report,0,0.00
/node-besu1,0.0062499999999999995,0.005,989,974,0.00,0.00,,0.00,transfer_report,0,244
/node-besu7,0.009583333333333334,0.005833333333333334,590,590,0.00,0.00,,0.00,transfer_report,0,200
/node-besu6,0.015,0.010416666666666666,600,598,0.00,0.00,,0.00,transfer_report,0,240
/node-besu9,0.005,0.00375,574,574,0.00,0.00,,0.00,transfer_report,0,192
/node-besu2,0.005833333333333334,0.004166666666666667,589,587,0.00,0.00,,0.00,transfer_report,0,204
