Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu4,0.39291666666666664,0.09749999999999999,0.843,0.841,0.00,0.00,0.680,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,100,transfer_tps100
/node-besu10,0.22333333333333336,0.07625,0.890,0.889,0.00,0.00,1.89,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,100,transfer_tps100
/node-besu6,0.4170833333333333,0.11375,1.01,0.963,0.00,0.00,1.97,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,100,transfer_tps100
/node-besu7,0.18583333333333332,0.06416666666666666,0.953,0.951,0.00,0.00,2.61,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,100,transfer_tps100
/node-besu8,0.3804166666666667,0.09999999999999999,0.932,0.883,0.00,0.00,2.64,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,100,transfer_tps100
/node-besu3,0.23750000000000002,0.0725,0.853,0.851,0.00,0.00,2.88,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,100,transfer_tps100
/node-besu1,0.4270833333333333,0.16208333333333333,1.45,1.45,0.00,0.00,3.54,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,100,transfer_tps100
/node-besu9,0.15166666666666667,0.05833333333333333,1.05,1.05,0.00,0.00,1.44,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,100,transfer_tps100
/node-besu2,0.40166666666666667,0.09916666666666667,0.827,0.825,0.00,0.00,2.65,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,100,transfer_tps100
/node-besu5,0.2383333333333333,0.07291666666666667,0.909,0.908,0.00,0.00,1.29,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,100,transfer_tps100
/node-besu4,0.11416666666666668,0.0675,0.844,0.843,0.00,0.00,1.29,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,125,transfer_tps125
/node-besu10,0.11208333333333333,0.04833333333333333,0.987,0.910,0.00,0.00,2.63,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,125,transfer_tps125
/node-besu6,0.13375,0.052083333333333336,1.01,1.01,0.00,0.00,2.52,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,125,transfer_tps125
/node-besu7,0.10583333333333333,0.04666666666666667,0.954,0.953,0.00,0.00,1.91,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,125,transfer_tps125
/node-besu8,0.10875,0.04708333333333333,0.935,0.934,0.00,0.00,2.55,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,125,transfer_tps125
/node-besu3,0.11,0.05333333333333334,1.03,0.925,0.00,0.00,2.55,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,125,transfer_tps125
/node-besu1,0.13791666666666666,0.057499999999999996,1.45,1.45,0.00,0.00,3.52,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,125,transfer_tps125
/node-besu9,0.10291666666666667,0.044583333333333336,1.05,1.05,0.00,0.00,1.76,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,125,transfer_tps125
/node-besu2,0.13416666666666668,0.0525,0.827,0.827,0.00,0.00,2.60,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,125,transfer_tps125
/node-besu5,0.11333333333333334,0.04833333333333333,1.01,0.930,0.00,0.00,2.63,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,125,transfer_tps125
/node-besu4,0.11458333333333333,0.02791666666666667,1.00,0.908,0.00,0.00,2.64,0.00,10n-5s-qbft-v26.2.0_20260404_161434,transfer,150,transfer_tps150
