Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Report,TPS,Disc Write [KB]
/node-besu6,0.50125,0.16916666666666666,513,479,0.00,0.00,0.00,0.00,open_report,0,
/node-besu2,0.30125,0.11708333333333333,532,519,0.00,0.00,1.03,0.00,open_report,0,
/node-besu5,0.3179166666666667,0.13416666666666668,522,486,0.00,0.00,1.04,0.00,open_report,0,
/node-besu1,0.8312499999999999,0.30125,912,723,0.00,0.00,1.36,0.00,open_report,0,
/node-besu4,0.3225,0.11666666666666665,532,525,0.00,0.00,0.00,0.00,open_report,0,
/node-besu3,0.375,0.14041666666666666,523,500,0.00,0.00,0.00,0.00,open_report,0,
/node-besu6,0.03,0.024583333333333332,513,513,0.00,0.00,,0.00,query_report,0,0.00
/node-besu2,0.03,0.01625,533,533,0.00,0.00,,0.00,query_report,0,56.0
/node-besu5,0.01916666666666667,0.012499999999999999,523,523,0.00,0.00,,0.00,query_report,0,76.0
/node-besu1,0.04666666666666667,0.024999999999999998,914,913,0.00,0.00,,0.00,query_report,0,192
/node-besu4,0.0325,0.017499999999999998,531,531,0.00,0.00,,0.00,query_report,0,80.0
/node-besu3,0.06333333333333334,0.03291666666666667,523,523,0.00,0.00,,0.00,query_report,0,0.00
/node-besu6,0.022500000000000003,0.012916666666666667,516,514,0.00,0.00,,0.00,transfer_report,0,152
/node-besu2,0.04708333333333333,0.024583333333333332,535,535,0.00,0.00,,0.00,transfer_report,0,152
/node-besu5,0.010833333333333334,0.006666666666666667,523,523,0.00,0.00,,0.00,transfer_report,0,172
/node-besu1,0.015833333333333335,0.01,917,916,0.00,0.00,,0.00,transfer_report,0,220
/node-besu4,0.014583333333333332,0.008749999999999999,532,531,0.00,0.00,,0.00,transfer_report,0,152
/node-besu3,0.012499999999999999,0.0075,524,524,0.00,0.00,,0.00,transfer_report,0,0.00
