Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu5,0.295,0.05875,0.916,0.915,0.00,0.00,0.441,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,200,transfer_tps200
/node-besu3,0.50125,0.08708333333333333,0.754,0.704,0.00,0.00,1.49,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,200,transfer_tps200
/node-besu2,0.6391666666666667,0.10958333333333332,0.751,0.706,0.00,0.00,0.113,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,200,transfer_tps200
/node-besu1,0.22416666666666665,0.12041666666666667,1.74,1.74,0.00,0.00,2.65,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,225,transfer_tps225
/node-besu4,0.6045833333333334,0.10333333333333333,0.667,0.646,0.00,0.00,2.04,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,225,transfer_tps225
/node-besu6,0.5766666666666667,0.10208333333333335,0.680,0.635,0.00,0.00,2.08,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,225,transfer_tps225
/node-besu5,0.3104166666666667,0.06541666666666666,0.917,0.916,0.00,0.00,0.586,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,225,transfer_tps225
/node-besu3,0.5666666666666667,0.10166666666666667,0.692,0.666,0.00,0.00,1.95,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,225,transfer_tps225
/node-besu2,0.42041666666666666,0.07791666666666668,0.750,0.672,0.00,0.00,2.09,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,225,transfer_tps225
/node-besu1,0.22958333333333333,0.12791666666666665,1.74,1.74,0.00,0.00,5.30,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,250,transfer_tps250
/node-besu4,0.3520833333333333,0.0825,0.802,0.692,0.00,0.00,2.01,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,250,transfer_tps250
/node-besu6,0.5375,0.09749999999999999,0.670,0.646,0.00,0.00,2.04,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,250,transfer_tps250
/node-besu5,0.2775,0.059166666666666666,0.918,0.917,0.00,0.00,0.0156,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,250,transfer_tps250
/node-besu3,0.5475,0.09999999999999999,0.776,0.724,0.00,0.00,1.43,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,250,transfer_tps250
/node-besu2,0.56625,0.11416666666666668,0.700,0.681,0.00,0.00,2.06,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,250,transfer_tps250
/node-besu1,0.2325,0.12166666666666666,1.74,1.73,0.00,0.00,4.98,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,275,transfer_tps275
/node-besu4,0.54875,0.11499999999999999,0.670,0.643,0.00,0.00,2.05,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,275,transfer_tps275
/node-besu6,0.6133333333333334,0.12375000000000001,0.736,0.645,0.00,0.00,0.695,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,275,transfer_tps275
/node-besu5,0.2520833333333333,0.05416666666666667,0.918,0.918,0.00,0.00,0.508,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,275,transfer_tps275
/node-besu3,0.38458333333333333,0.075,0.807,0.783,0.00,0.00,1.96,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,275,transfer_tps275
/node-besu2,0.5054166666666667,0.09250000000000001,0.753,0.708,0.00,0.00,2.00,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,275,transfer_tps275
/node-besu1,0.5704166666666667,0.17875,1.74,1.73,0.00,0.00,4.91,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,300,transfer_tps300
/node-besu4,0.22791666666666666,0.04083333333333333,0.671,0.644,0.00,0.00,2.11,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,300,transfer_tps300
/node-besu6,0.12416666666666666,0.01875,0.677,0.641,0.00,0.00,1.91,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,300,transfer_tps300
/node-besu5,0.14416666666666667,0.02125,0.918,0.823,0.00,0.00,1.61,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,300,transfer_tps300
/node-besu3,0.18333333333333335,0.02625,0.805,0.698,0.00,0.00,2.01,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,300,transfer_tps300
/node-besu2,0.22624999999999998,0.03166666666666667,0.754,0.696,0.00,0.00,2.06,0.00,6n-25s-ibft-v26.2.0_20260404_222349,transfer,300,transfer_tps300
