Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu5,0.6841666666666667,0.12166666666666666,0.916,0.915,0.00,0.00,0.219,0.00,6n-15s-qbft-v26.2.0_20260404_195159,transfer,100,transfer_tps100
/node-besu2,1.4037499999999998,0.31958333333333333,0.685,0.643,0.00,0.00,2.76,0.00,6n-15s-qbft-v26.2.0_20260404_195159,transfer,100,transfer_tps100
/node-besu1,0.46708333333333335,0.18458333333333332,1.68,1.68,0.00,0.00,4.41,0.00,6n-15s-qbft-v26.2.0_20260404_195159,transfer,100,transfer_tps100
/node-besu3,0.56875,0.17166666666666666,0.683,0.626,0.00,0.00,2.54,0.00,6n-15s-qbft-v26.2.0_20260404_195159,transfer,100,transfer_tps100
/node-besu6,0.3145833333333333,0.08291666666666667,0.767,0.766,0.00,0.00,2.47,0.00,6n-15s-qbft-v26.2.0_20260404_195159,transfer,100,transfer_tps100
/node-besu4,0.73,0.15791666666666668,0.644,0.576,0.00,0.00,1.69,0.00,6n-15s-qbft-v26.2.0_20260404_195159,transfer,100,transfer_tps100
/node-besu5,0.33041666666666664,0.06125,0.917,0.917,0.00,0.00,1.92,0.00,6n-15s-qbft-v26.2.0_20260404_195159,transfer,125,transfer_tps125
/node-besu2,0.17041666666666666,0.05541666666666667,0.746,0.646,0.00,0.00,2.10,0.00,6n-15s-qbft-v26.2.0_20260404_195159,transfer,125,transfer_tps125
/node-besu1,0.2870833333333333,0.12166666666666666,1.68,1.68,0.00,0.00,4.33,0.00,6n-15s-qbft-v26.2.0_20260404_195159,transfer,125,transfer_tps125
/node-besu3,0.15875,0.037083333333333336,0.720,0.678,0.00,0.00,2.66,0.00,6n-15s-qbft-v26.2.0_20260404_195159,transfer,125,transfer_tps125
/node-besu6,0.1729166666666667,0.03791666666666667,0.905,0.848,0.00,0.00,1.96,0.00,6n-15s-qbft-v26.2.0_20260404_195159,transfer,125,transfer_tps125
/node-besu4,0.16333333333333333,0.03958333333333333,0.722,0.623,0.00,0.00,0.688,0.00,6n-15s-qbft-v26.2.0_20260404_195159,transfer,125,transfer_tps125
