Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [KB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu5,0.004583333333333333,0.004166666666666667,0.920,0.920,0.00,0.00,252,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,100,query_tps100
/node-besu10,0.02125,0.009166666666666667,0.827,0.778,0.00,0.00,216,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,100,query_tps100
/node-besu1,0.037083333333333336,0.023749999999999997,1.45,1.45,0.00,0.00,740,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,100,query_tps100
/node-besu6,0.017916666666666668,0.007916666666666667,0.934,0.934,0.00,0.00,212,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,100,query_tps100
/node-besu9,0.017083333333333332,0.007916666666666667,0.829,0.829,0.00,0.00,196,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,100,query_tps100
/node-besu8,0.017083333333333332,0.007083333333333334,0.751,0.751,0.00,0.00,192,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,100,query_tps100
/node-besu2,0.01625,0.0075,0.801,0.801,0.00,0.00,196,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,100,query_tps100
/node-besu7,0.017083333333333332,0.008749999999999999,0.836,0.836,0.00,0.00,204,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,100,query_tps100
/node-besu4,0.016666666666666666,0.008333333333333333,0.821,0.820,0.00,0.00,232,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,100,query_tps100
/node-besu3,0.017083333333333332,0.0075,0.826,0.824,0.00,0.00,248,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,100,query_tps100
/node-besu5,0.0033333333333333335,0.002916666666666667,0.920,0.920,0.00,0.00,200,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,125,query_tps125
/node-besu10,0.017916666666666668,0.008333333333333333,0.891,0.890,0.00,0.00,188,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,125,query_tps125
/node-besu1,0.042916666666666665,0.027083333333333334,1.45,1.45,0.00,0.00,500,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,125,query_tps125
/node-besu6,0.02125,0.015,0.934,0.933,0.00,0.00,244,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,125,query_tps125
/node-besu9,0.01875,0.015,0.828,0.828,0.00,0.00,244,0.00,10n-5s-ibft-v26.2.0_20260404_175600,query,125,query_tps125
