Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB],Disc Write [KB]
/node-besu1,0.34,0.11625,1.19,,0.00,0.00,,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,200,open_tps200,1.17,784
/node-besu3,0.205,0.07041666666666667,0.694,,0.00,0.00,,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,200,open_tps200,0.692,332
/node-besu8,0.09208333333333334,0.04041666666666666,0.628,,0.00,0.00,0.609,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,210,open_tps210,0.625,
/node-besu2,0.2070833333333333,0.07583333333333334,0.649,,0.00,0.00,1.15,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,210,open_tps210,0.646,
/node-besu5,0.28583333333333333,0.09791666666666667,0.623,,0.00,0.00,0.477,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,210,open_tps210,0.571,
/node-besu6,0.21125000000000002,0.0725,0.770,,0.00,0.00,0.637,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,210,open_tps210,0.770,
/node-besu7,0.22124999999999997,0.07583333333333334,0.721,,0.00,0.00,0.605,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,210,open_tps210,0.721,
/node-besu4,0.33708333333333335,0.11499999999999999,0.550,,0.00,0.00,0.785,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,210,open_tps210,0.541,
/node-besu1,0.45625,0.15458333333333332,1.16,,0.00,0.00,0.00,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,210,open_tps210,1.16,
/node-besu3,0.20083333333333334,0.06874999999999999,0.695,,0.00,0.00,0.00,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,210,open_tps210,0.694,
/node-besu8,0.31625,0.10833333333333334,0.630,,0.00,0.00,0.637,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,220,open_tps220,0.629,
/node-besu2,0.012083333333333333,0.01,0.651,,0.00,0.00,0.00,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,220,open_tps220,0.650,
/node-besu5,0.022083333333333333,0.012499999999999999,0.636,,0.00,0.00,1.05,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,220,open_tps220,0.586,
/node-besu6,0.02125,0.009166666666666667,0.771,,0.00,0.00,0.602,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,220,open_tps220,0.771,
/node-besu7,0.013333333333333334,0.0062499999999999995,0.722,,0.00,0.00,0.617,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,220,open_tps220,0.722,
/node-besu4,0.08916666666666667,0.03875,0.550,,0.00,0.00,0.820,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,220,open_tps220,0.545,
/node-besu1,0.27125,0.09833333333333333,1.19,,0.00,0.00,0.00,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,220,open_tps220,1.18,
/node-besu3,0.01916666666666667,0.012916666666666667,0.696,,0.00,0.00,0.645,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,220,open_tps220,0.696,
