Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB],Disc Write [KB]
/node-besu8,0.6045833333333334,0.26416666666666666,0.609,549,0.00,0.00,1.50,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,150,open_tps150,,
/node-besu2,0.5629166666666666,0.27875,0.469,445,0.00,0.00,0.00,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,150,open_tps150,,
/node-besu5,0.5716666666666667,0.27875,0.629,469,0.00,0.00,1.50,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,150,open_tps150,,
/node-besu6,0.5454166666666667,0.27958333333333335,0.633,552,0.00,0.00,0.477,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,150,open_tps150,,
/node-besu7,0.4795833333333333,0.2325,0.628,591,0.00,0.00,1.39,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,150,open_tps150,,
/node-besu4,0.5795833333333333,0.28458333333333335,0.643,532,0.00,0.00,1.50,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,150,open_tps150,,
/node-besu1,0.7679166666666667,0.4170833333333333,1.02,667,0.00,0.00,0.785,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,150,open_tps150,,
/node-besu3,0.47125,0.22708333333333333,0.587,578,0.00,0.00,1.38,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,150,open_tps150,,
/node-besu8,0.315,0.16541666666666668,0.612,,0.00,0.00,0.699,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,160,open_tps160,0.611,
/node-besu2,0.35333333333333333,0.12416666666666666,0.621,,0.00,0.00,0.797,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,160,open_tps160,0.511,
/node-besu5,0.6091666666666666,0.2070833333333333,0.623,,0.00,0.00,0.676,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,160,open_tps160,0.524,
/node-besu6,0.41791666666666666,0.14291666666666666,0.648,,0.00,0.00,1.20,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,160,open_tps160,0.643,
/node-besu7,0.3879166666666667,0.13999999999999999,0.636,,0.00,0.00,0.613,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,160,open_tps160,0.633,
/node-besu4,0.5645833333333333,0.1925,0.642,,0.00,0.00,0.801,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,160,open_tps160,0.601,
/node-besu1,0.24,0.08374999999999999,1.15,,0.00,0.00,2.35,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,160,open_tps160,1.06,
/node-besu3,0.48041666666666666,0.16375,0.656,,0.00,0.00,0.699,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,160,open_tps160,0.633,
/node-besu8,0.36000000000000004,0.12708333333333333,0.616,,0.00,0.00,0.508,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,170,open_tps170,0.614,
/node-besu2,0.02666666666666667,0.011666666666666667,0.631,,0.00,0.00,0.500,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,170,open_tps170,0.627,
/node-besu5,0.02,0.012083333333333333,0.581,,0.00,0.00,0.707,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,170,open_tps170,0.518,
/node-besu6,0.01958333333333333,0.011666666666666667,0.651,,0.00,0.00,0.527,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,170,open_tps170,0.650,
/node-besu7,0.010833333333333334,0.006666666666666667,0.644,,0.00,0.00,0.516,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,170,open_tps170,0.641,
/node-besu4,0.02791666666666667,0.012499999999999999,0.677,,0.00,0.00,0.758,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,170,open_tps170,0.651,
/node-besu1,0.30833333333333335,0.10791666666666666,1.16,,0.00,0.00,1.33,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,170,open_tps170,1.16,
/node-besu3,0.01625,0.01,0.658,,0.00,0.00,0.648,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,170,open_tps170,0.658,
/node-besu8,0.09499999999999999,0.0375,0.621,,0.00,0.00,0.512,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,180,open_tps180,0.619,
/node-besu2,0.00375,0.002916666666666667,0.639,,0.00,0.00,0.504,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,180,open_tps180,0.635,
/node-besu5,0.004583333333333333,0.00375,0.636,,0.00,0.00,0.00,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,180,open_tps180,0.552,
/node-besu6,0.004166666666666667,0.00375,0.743,,0.00,0.00,0.711,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,180,open_tps180,0.682,
/node-besu7,0.006666666666666667,0.004166666666666667,0.717,,0.00,0.00,0.633,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,180,open_tps180,0.693,
/node-besu4,0.004583333333333333,0.00375,0.678,,0.00,0.00,0.676,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,180,open_tps180,0.581,
/node-besu1,0.0062499999999999995,0.004166666666666667,1.16,,0.00,0.00,1.19,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,180,open_tps180,1.16,
/node-besu3,0.004583333333333333,0.004166666666666667,0.689,,0.00,0.00,0.668,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,180,open_tps180,0.669,
/node-besu8,0.014166666666666668,0.007083333333333334,0.622,,0.00,0.00,0.672,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,190,open_tps190,0.621,
/node-besu2,0.050833333333333335,0.023333333333333334,0.639,,0.00,0.00,0.656,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,190,open_tps190,0.639,
/node-besu5,0.014583333333333332,0.0075,0.506,,0.00,0.00,0.461,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,190,open_tps190,0.495,
/node-besu6,0.023333333333333334,0.009583333333333334,0.768,,0.00,0.00,0.633,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,190,open_tps190,0.768,
/node-besu7,0.017083333333333332,0.011250000000000001,0.717,,0.00,0.00,0.633,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,190,open_tps190,0.717,
/node-besu4,0.020416666666666666,0.010833333333333334,0.525,,0.00,0.00,0.824,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,190,open_tps190,0.513,
/node-besu1,0.14041666666666666,0.05416666666666667,1.17,,0.00,0.00,1.42,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,190,open_tps190,1.16,
/node-besu3,0.01375,0.006666666666666667,0.689,,0.00,0.00,0.629,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,190,open_tps190,0.689,
/node-besu8,0.027083333333333334,0.015,0.623,,0.00,0.00,,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,200,open_tps200,0.623,664
/node-besu2,0.24875,0.085,0.641,,0.00,0.00,,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,200,open_tps200,0.640,180
/node-besu5,0.3854166666666667,0.13083333333333333,0.610,,0.00,0.00,,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,200,open_tps200,0.572,628
/node-besu6,0.2354166666666667,0.08041666666666666,0.770,,0.00,0.00,,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,200,open_tps200,0.769,648
/node-besu7,0.25,0.08541666666666665,0.720,,0.00,0.00,,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,200,open_tps200,0.719,652
/node-besu4,0.33749999999999997,0.11499999999999999,0.579,,0.00,0.00,,0.00,8n-5s-qbft-v26.2.0_20260330_221757,open,200,open_tps200,0.545,836
