Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB]
/node-besu6,0.6145833333333334,0.13625,0.533,513,0.00,0.00,0.242,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,150,open_tps150,
/node-besu4,0.33083333333333337,0.09291666666666666,0.591,565,0.00,0.00,1.40,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,150,open_tps150,
/node-besu5,0.74125,0.15041666666666667,0.543,520,0.00,0.00,1.37,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,150,open_tps150,
/node-besu1,0.8158333333333333,0.23166666666666666,1.01,664,0.00,0.00,1.96,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,150,open_tps150,
/node-besu2,0.6587500000000001,0.14916666666666667,0.583,576,0.00,0.00,0.988,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,150,open_tps150,
/node-besu3,0.715,0.15416666666666667,0.532,467,0.00,0.00,0.0156,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,150,open_tps150,
/node-besu6,0.16916666666666666,0.034583333333333334,0.488,,0.00,0.00,1.05,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,160,open_tps160,0.473
/node-besu4,0.37958333333333333,0.06541666666666666,0.666,,0.00,0.00,0.910,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,160,open_tps160,0.653
/node-besu5,0.3445833333333333,0.057499999999999996,0.490,,0.00,0.00,1.05,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,160,open_tps160,0.469
/node-besu1,0.5187499999999999,0.12125000000000001,1.18,,0.00,0.00,1.93,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,160,open_tps160,1.03
/node-besu2,0.3383333333333333,0.05541666666666667,0.589,,0.00,0.00,0.789,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,160,open_tps160,0.586
/node-besu3,0.3729166666666666,0.06625,0.595,,0.00,0.00,0.969,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,160,open_tps160,0.501
/node-besu6,0.16333333333333333,0.030416666666666665,0.540,,0.00,0.00,0.789,0.00,6n-25s-ibft-v26.2.0_20260331_030459,open,170,open_tps170,0.472
