Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu1,0.38208333333333333,0.16916666666666666,1.49,1.48,0.00,0.00,1.91,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,100,transfer_tps100
/node-besu7,0.31958333333333333,0.08125,1.15,1.02,0.00,0.00,1.31,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,100,transfer_tps100
/node-besu5,0.3541666666666667,0.08916666666666667,1.18,1.10,0.00,0.00,2.38,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,100,transfer_tps100
/node-besu8,0.27291666666666664,0.0725,0.954,0.947,0.00,0.00,1.34,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,100,transfer_tps100
/node-besu11,0.37833333333333335,0.09166666666666667,1.09,1.04,0.00,0.00,2.65,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,100,transfer_tps100
/node-besu9,0.3458333333333334,0.08916666666666667,0.846,0.705,0.00,0.00,2.51,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,100,transfer_tps100
/node-besu6,0.39916666666666667,0.09749999999999999,1.09,1.09,0.00,0.00,3.03,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,100,transfer_tps100
/node-besu12,0.35333333333333333,0.08833333333333333,0.987,0.985,0.00,0.00,1.01,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,100,transfer_tps100
/node-besu2,0.32,0.08458333333333333,1.21,1.10,0.00,0.00,2.21,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,100,transfer_tps100
/node-besu10,0.3116666666666667,0.08625,0.953,0.951,0.00,0.00,2.94,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,100,transfer_tps100
/node-besu3,0.41625,0.10375000000000001,0.876,0.848,0.00,0.00,0.141,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,100,transfer_tps100
/node-besu4,0.3354166666666667,0.08833333333333333,1.14,1.14,0.00,0.00,1.03,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,100,transfer_tps100
/node-besu1,0.2925,0.14625,1.49,1.49,0.00,0.00,1.43,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,125,transfer_tps125
/node-besu7,0.1175,0.05583333333333334,1.15,1.15,0.00,0.00,0.742,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,125,transfer_tps125
/node-besu5,0.13791666666666666,0.06208333333333333,1.18,1.18,0.00,0.00,1.98,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,125,transfer_tps125
/node-besu8,0.11916666666666666,0.052083333333333336,0.955,0.955,0.00,0.00,2.68,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,125,transfer_tps125
/node-besu11,0.12208333333333334,0.05541666666666667,1.14,1.10,0.00,0.00,1.08,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,125,transfer_tps125
/node-besu9,0.13666666666666666,0.06208333333333333,0.840,0.713,0.00,0.00,1.03,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,125,transfer_tps125
/node-besu6,0.11875000000000001,0.05458333333333334,1.09,1.09,0.00,0.00,2.60,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,125,transfer_tps125
/node-besu12,0.11583333333333333,0.05375,1.17,1.10,0.00,0.00,1.40,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,125,transfer_tps125
/node-besu2,0.14041666666666666,0.06375,1.21,1.21,0.00,0.00,2.88,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,125,transfer_tps125
/node-besu10,0.1175,0.05291666666666667,1.25,1.07,0.00,0.00,0.473,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,125,transfer_tps125
/node-besu3,0.13208333333333333,0.06,1.16,1.05,0.00,0.00,1.59,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,125,transfer_tps125
/node-besu4,0.11708333333333333,0.05583333333333334,1.14,1.14,0.00,0.00,1.05,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,125,transfer_tps125
/node-besu1,0.2520833333333333,0.08374999999999999,1.49,1.49,0.00,0.00,1.36,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,150,transfer_tps150
/node-besu7,0.14708333333333332,0.07833333333333332,1.16,1.15,0.00,0.00,0.559,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,150,transfer_tps150
/node-besu5,0.14666666666666667,0.06458333333333334,1.66,1.36,0.00,0.00,2.69,0.00,12n-5s-qbft-v26.2.0_20260404_163524,transfer,150,transfer_tps150
