Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [KB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu1,0.007916666666666667,0.005416666666666667,1.24,1.24,0.00,0.00,148,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,60,transfer_tps60
/node-besu5,0.007083333333333334,0.005,0.652,0.648,0.00,0.00,152,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,60,transfer_tps60
/node-besu6,0.2070833333333333,0.10458333333333332,0.631,0.630,0.00,0.00,132,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,60,transfer_tps60
/node-besu3,0.005833333333333334,0.004166666666666667,0.659,0.658,0.00,0.00,176,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,60,transfer_tps60
/node-besu4,0.08666666666666667,0.045000000000000005,0.467,0.466,0.00,0.00,168,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,60,transfer_tps60
/node-besu2,0.008333333333333333,0.005833333333333334,0.483,0.482,0.00,0.00,184,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,60,transfer_tps60
/node-besu6,0.011666666666666667,0.0075,0.632,0.632,0.00,0.00,64.0,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,70,transfer_tps70
/node-besu3,0.034583333333333334,0.01875,0.660,0.659,0.00,0.00,140,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,70,transfer_tps70
/node-besu5,0.0033333333333333335,0.002916666666666667,0.652,0.651,0.00,0.00,0.00,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,70,transfer_tps70
/node-besu1,0.004166666666666667,0.00375,1.24,1.24,0.00,0.00,68.0,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,70,transfer_tps70
/node-besu2,0.018333333333333333,0.011250000000000001,0.483,0.483,0.00,0.00,80.0,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,70,transfer_tps70
/node-besu4,0.009583333333333334,0.0062499999999999995,0.469,0.468,0.00,0.00,152,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,70,transfer_tps70
/node-besu2,0.0062499999999999995,0.004583333333333333,0.484,0.484,0.00,0.00,204,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,80,transfer_tps80
/node-besu4,0.008749999999999999,0.006666666666666667,0.469,0.469,0.00,0.00,192,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,80,transfer_tps80
/node-besu3,0.00375,0.0033333333333333335,0.661,0.660,0.00,0.00,164,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,80,transfer_tps80
/node-besu6,0.012083333333333333,0.007916666666666667,0.632,0.632,0.00,0.00,0.00,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,80,transfer_tps80
/node-besu5,0.0033333333333333335,0.002916666666666667,0.652,0.649,0.00,0.00,0.00,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,80,transfer_tps80
/node-besu1,0.004166666666666667,0.0033333333333333335,1.24,1.24,0.00,0.00,140,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,80,transfer_tps80
/node-besu5,0.00375,0.002916666666666667,0.646,0.646,0.00,0.00,168,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,90,transfer_tps90
/node-besu1,0.002916666666666667,0.002916666666666667,1.24,1.24,0.00,0.00,144,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,90,transfer_tps90
/node-besu3,0.00375,0.0033333333333333335,0.661,0.660,0.00,0.00,240,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,90,transfer_tps90
/node-besu6,0.015833333333333335,0.010416666666666666,0.633,0.633,0.00,0.00,168,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,90,transfer_tps90
/node-besu2,0.00375,0.0033333333333333335,0.484,0.484,0.00,0.00,192,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,90,transfer_tps90
/node-besu4,0.007083333333333334,0.005,0.469,0.469,0.00,0.00,304,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,90,transfer_tps90
/node-besu6,0.004166666666666667,0.0033333333333333335,0.633,0.633,0.00,0.00,0.00,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,100,transfer_tps100
/node-besu3,0.017083333333333332,0.010416666666666666,0.661,0.661,0.00,0.00,212,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,100,transfer_tps100
/node-besu4,0.012499999999999999,0.008749999999999999,0.469,0.469,0.00,0.00,256,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,100,transfer_tps100
/node-besu2,0.016666666666666666,0.012083333333333333,0.484,0.484,0.00,0.00,264,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,100,transfer_tps100
/node-besu1,0.01875,0.010833333333333334,1.24,1.24,0.00,0.00,196,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,100,transfer_tps100
/node-besu5,0.010833333333333334,0.007083333333333334,0.646,0.646,0.00,0.00,196,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,100,transfer_tps100
/node-besu6,0.009583333333333334,0.005833333333333334,0.634,0.634,0.00,0.00,140,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,110,transfer_tps110
/node-besu3,0.004166666666666667,0.00375,0.661,0.661,0.00,0.00,104,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,110,transfer_tps110
/node-besu4,0.0062499999999999995,0.004583333333333333,0.469,0.469,0.00,0.00,244,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,110,transfer_tps110
/node-besu2,0.004583333333333333,0.004166666666666667,0.484,0.484,0.00,0.00,272,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,110,transfer_tps110
/node-besu1,0.002916666666666667,0.002916666666666667,1.24,1.24,0.00,0.00,180,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,110,transfer_tps110
/node-besu5,0.002916666666666667,0.002916666666666667,0.647,0.647,0.00,0.00,212,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,110,transfer_tps110
/node-besu6,0.030416666666666665,0.017499999999999998,0.634,0.634,0.00,0.00,0.00,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,120,transfer_tps120
/node-besu3,0.002916666666666667,0.002916666666666667,0.662,0.661,0.00,0.00,228,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,120,transfer_tps120
/node-besu4,0.01958333333333333,0.015833333333333335,0.469,0.469,0.00,0.00,248,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,120,transfer_tps120
/node-besu2,0.017499999999999998,0.010416666666666666,0.484,0.484,0.00,0.00,188,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,120,transfer_tps120
/node-besu1,0.020833333333333332,0.012083333333333333,1.24,1.24,0.00,0.00,968,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,120,transfer_tps120
/node-besu5,0.01958333333333333,0.010833333333333334,0.648,0.647,0.00,0.00,144,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,120,transfer_tps120
/node-besu4,0.013333333333333334,0.009166666666666667,0.470,0.470,0.00,0.00,80.0,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,130,transfer_tps130
/node-besu2,0.012499999999999999,0.008749999999999999,0.484,0.484,0.00,0.00,84.0,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,130,transfer_tps130
/node-besu1,0.01,0.007083333333333334,1.24,1.24,0.00,0.00,0.00,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,130,transfer_tps130
/node-besu5,0.012083333333333333,0.007916666666666667,0.648,0.647,0.00,0.00,0.00,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,130,transfer_tps130
/node-besu6,0.0025,0.0025,0.634,0.634,0.00,0.00,60.0,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,130,transfer_tps130
/node-besu3,0.014583333333333332,0.009166666666666667,0.662,0.662,0.00,0.00,68.0,0.00,6n-5s-ibft-v26.2.0_20260330_231331,transfer,130,transfer_tps130
