Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB]
/node-besu4,0.7912499999999999,0.20583333333333334,0.657,557,0.00,0.00,1.19,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,100,open_tps100,
/node-besu3,0.935,0.20958333333333334,0.616,589,0.00,0.00,1.40,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,100,open_tps100,
/node-besu6,0.7479166666666667,0.12666666666666668,0.640,599,0.00,0.00,2.58,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,100,open_tps100,
/node-besu2,0.7270833333333333,0.13999999999999999,0.618,545,0.00,0.00,1.43,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,100,open_tps100,
/node-besu1,0.9316666666666666,0.2704166666666667,1.17,842,0.00,0.00,5.20,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,100,open_tps100,
/node-besu5,1.0004166666666667,0.15541666666666668,0.672,565,0.00,0.00,1.66,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,100,open_tps100,
/node-besu4,0.15375,0.04958333333333333,0.846,,0.00,0.00,1.27,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,125,open_tps125,0.826
/node-besu3,0.30791666666666667,0.06625,0.618,,0.00,0.00,1.57,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,125,open_tps125,0.606
/node-besu6,0.1575,0.035416666666666666,0.689,,0.00,0.00,1.55,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,125,open_tps125,0.686
/node-besu2,0.75875,0.11,0.633,,0.00,0.00,1.45,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,125,open_tps125,0.624
/node-besu1,0.65125,0.14375000000000002,1.46,,0.00,0.00,3.84,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,125,open_tps125,1.27
/node-besu5,0.7270833333333333,0.10041666666666667,0.688,,0.00,0.00,1.55,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,125,open_tps125,0.678
/node-besu4,0.11791666666666667,0.030416666666666665,0.903,,0.00,0.00,1.51,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,150,open_tps150,0.866
/node-besu3,0.18625,0.034999999999999996,0.651,,0.00,0.00,1.44,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,150,open_tps150,0.627
/node-besu6,0.10166666666666667,0.024999999999999998,0.702,,0.00,0.00,1.43,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,150,open_tps150,0.699
/node-besu2,0.07791666666666668,0.02125,0.704,,0.00,0.00,1.04,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,150,open_tps150,0.690
/node-besu1,0.2608333333333333,0.12166666666666666,1.52,,0.00,0.00,5.18,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,150,open_tps150,1.49
/node-besu5,0.13833333333333334,0.0325,0.686,,0.00,0.00,1.43,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,150,open_tps150,0.684
/node-besu4,0.08541666666666665,0.025833333333333333,0.887,,0.00,0.00,1.31,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,175,open_tps175,0.884
/node-besu3,0.30041666666666667,0.07791666666666668,0.705,,0.00,0.00,1.32,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,175,open_tps175,0.652
/node-besu6,0.07958333333333333,0.02125,0.703,,0.00,0.00,1.33,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,175,open_tps175,0.702
/node-besu2,0.07958333333333333,0.01958333333333333,0.709,,0.00,0.00,1.19,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,175,open_tps175,0.707
/node-besu1,0.2604166666666667,0.12708333333333333,1.72,,0.00,0.00,4.19,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,175,open_tps175,1.63
/node-besu5,0.09416666666666666,0.02291666666666667,0.723,,0.00,0.00,1.32,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,175,open_tps175,0.699
/node-besu4,0.09166666666666667,0.027083333333333334,0.888,,0.00,0.00,1.23,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,200,open_tps200,0.887
/node-besu3,0.10916666666666668,0.03291666666666667,0.624,,0.00,0.00,1.39,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,200,open_tps200,0.558
/node-besu6,0.09791666666666667,0.016666666666666666,0.774,,0.00,0.00,1.23,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,200,open_tps200,0.764
/node-besu2,0.09541666666666666,0.01625,0.709,,0.00,0.00,0.855,0.00,6n-25s-qbft-v26.2.0_20260404_233830,open,200,open_tps200,0.709
