Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB]
/node-besu1,0.23458333333333334,0.12041666666666667,,,0.00,0.00,2.90,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,250,open_tps250,1.26,1.25
/node-besu2,0.047499999999999994,0.015,,,0.00,0.00,1.11,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,250,open_tps250,0.660,0.660
/node-besu4,0.04833333333333333,0.015,,,0.00,0.00,1.19,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,250,open_tps250,0.629,0.629
/node-besu3,0.04833333333333333,0.015416666666666667,,,0.00,0.00,1.16,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,250,open_tps250,0.799,0.799
/node-besu1,0.36333333333333334,0.13666666666666666,,,0.00,0.00,2.47,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,275,open_tps275,1.27,1.26
/node-besu2,0.009583333333333334,0.005833333333333334,,,0.00,0.00,1.25,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,275,open_tps275,0.661,0.661
/node-besu4,0.006666666666666667,0.004166666666666667,,,0.00,0.00,1.25,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,275,open_tps275,0.630,0.630
/node-besu3,0.0062499999999999995,0.004166666666666667,,,0.00,0.00,1.23,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,275,open_tps275,0.800,0.799
/node-besu1,0.23416666666666666,0.1175,,,0.00,0.00,1.14,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,300,open_tps300,1.27,1.27
/node-besu2,0.009583333333333334,0.006666666666666667,,,0.00,0.00,1.19,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,300,open_tps300,0.662,0.662
/node-besu4,0.009166666666666667,0.0062499999999999995,,,0.00,0.00,1.15,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,300,open_tps300,0.631,0.631
/node-besu3,0.015833333333333335,0.008333333333333333,,,0.00,0.00,1.17,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,300,open_tps300,0.801,0.800
