Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB]
/node-besu1,0.6408333333333334,0.29541666666666666,922,710,0.00,0.00,3.96,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,100,open_tps100,,
/node-besu2,0.3458333333333334,0.09958333333333334,633,582,0.00,0.00,0.188,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,100,open_tps100,,
/node-besu4,0.32375,0.10875,623,583,0.00,0.00,2.74,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,100,open_tps100,,
/node-besu3,0.2754166666666667,0.11333333333333334,607,581,0.00,0.00,2.74,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,100,open_tps100,,
/node-besu1,0.39958333333333335,0.19416666666666668,,,0.00,0.00,2.59,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,125,open_tps125,1.07,1.02
/node-besu2,0.24208333333333332,0.08166666666666667,,,0.00,0.00,1.53,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,125,open_tps125,0.658,0.635
/node-besu4,0.2975,0.10583333333333333,,,0.00,0.00,1.54,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,125,open_tps125,0.617,0.614
/node-besu3,0.33041666666666664,0.11041666666666666,,,0.00,0.00,1.48,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,125,open_tps125,0.788,0.752
/node-besu1,0.26125,0.1525,,,0.00,0.00,2.48,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,150,open_tps150,1.22,1.13
/node-besu2,0.2304166666666667,0.06166666666666667,,,0.00,0.00,1.39,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,150,open_tps150,0.651,0.651
/node-besu4,0.13833333333333334,0.04125,,,0.00,0.00,1.36,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,150,open_tps150,0.620,0.620
/node-besu3,0.16666666666666666,0.04541666666666667,,,0.00,0.00,1.38,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,150,open_tps150,0.792,0.791
/node-besu1,0.35874999999999996,0.12583333333333332,,,0.00,0.00,2.56,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,175,open_tps175,1.22,1.22
/node-besu2,0.057916666666666665,0.025416666666666667,,,0.00,0.00,1.28,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,175,open_tps175,0.657,0.654
/node-besu4,0.05833333333333333,0.0275,,,0.00,0.00,1.27,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,175,open_tps175,0.626,0.624
/node-besu3,0.08666666666666667,0.037083333333333336,,,0.00,0.00,1.26,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,175,open_tps175,0.796,0.794
/node-besu1,0.3154166666666667,0.11791666666666667,,,0.00,0.00,1.86,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,200,open_tps200,1.22,1.22
/node-besu2,0.19208333333333336,0.09333333333333334,,,0.00,0.00,1.29,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,200,open_tps200,0.658,0.658
/node-besu4,0.15791666666666668,0.07791666666666668,,,0.00,0.00,1.26,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,200,open_tps200,0.627,0.627
/node-besu3,0.16291666666666668,0.07791666666666668,,,0.00,0.00,1.24,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,200,open_tps200,0.798,0.797
/node-besu1,0.35041666666666665,0.09708333333333334,,,0.00,0.00,3.41,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,225,open_tps225,1.26,1.24
/node-besu2,0.06791666666666667,0.01875,,,0.00,0.00,1.24,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,225,open_tps225,0.659,0.659
/node-besu4,0.07541666666666667,0.01958333333333333,,,0.00,0.00,1.30,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,225,open_tps225,0.629,0.628
/node-besu3,0.06916666666666667,0.017916666666666668,,,0.00,0.00,1.26,0.00,4n-5s-ibft-v26.2.0_20260404_165544,open,225,open_tps225,0.798,0.798
