Name,Succ,Fail,Send Rate (TPS),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (TPS),Report,TPS
open,1000,0,180.3,13.33,3.99,11.56,62.7,open_report,0
query,1000,0,558.3,0.02,0.00,0.00,557.7,query_report,0
transfer,50,0,113.4,4.37,3.98,4.18,11.3,transfer_report,0
