Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Report,TPS,Disc Write [KB]
/node-besu4,0.49,0.19583333333333333,574,567,0.00,0.00,1.60,0.00,open_report,0,
/node-besu6,0.5183333333333333,0.18958333333333333,553,517,0.00,0.00,0.00,0.00,open_report,0,
/node-besu5,0.5166666666666667,0.18083333333333332,674,631,0.00,0.00,1.54,0.00,open_report,0,
/node-besu10,0.4604166666666667,0.12333333333333334,660,646,0.00,0.00,1.49,0.00,open_report,0,
/node-besu2,0.5129166666666667,0.18125,592,573,0.00,0.00,1.50,0.00,open_report,0,
/node-besu7,0.3666666666666667,0.11791666666666667,675,659,0.00,0.00,1.13,0.00,open_report,0,
/node-besu3,0.5129166666666667,0.18125,614,562,0.00,0.00,1.50,0.00,open_report,0,
/node-besu8,0.4583333333333333,0.15666666666666665,542,520,0.00,0.00,1.63,0.00,open_report,0,
/node-besu9,0.3770833333333334,0.15458333333333332,566,533,0.00,0.00,1.50,0.00,open_report,0,
/node-besu1,0.5891666666666667,0.2708333333333333,981,734,0.00,0.00,2.49,0.00,open_report,0,
/node-besu4,0.025833333333333333,0.015416666666666667,574,574,0.00,0.00,,0.00,query_report,0,132
/node-besu6,0.006666666666666667,0.005833333333333334,554,554,0.00,0.00,,0.00,query_report,0,148
/node-besu5,0.004166666666666667,0.004166666666666667,674,674,0.00,0.00,,0.00,query_report,0,116
/node-besu10,0.004166666666666667,0.004166666666666667,660,660,0.00,0.00,,0.00,query_report,0,116
/node-besu2,0.005833333333333334,0.004166666666666667,580,580,0.00,0.00,,0.00,query_report,0,132
/node-besu7,0.0033333333333333335,0.0033333333333333335,676,676,0.00,0.00,,0.00,query_report,0,16.0
/node-besu3,0.004583333333333333,0.004583333333333333,607,606,0.00,0.00,,0.00,query_report,0,0.00
/node-besu8,0.004166666666666667,0.00375,543,543,0.00,0.00,,0.00,query_report,0,124
/node-besu9,0.004583333333333333,0.00375,562,561,0.00,0.00,,0.00,query_report,0,112
/node-besu1,0.020416666666666666,0.017499999999999998,986,983,0.00,0.00,,0.00,query_report,0,316
/node-besu4,0.024583333333333332,0.02125,584,579,0.00,0.00,,0.00,transfer_report,0,228
/node-besu6,0.012499999999999999,0.010416666666666666,571,562,0.00,0.00,,0.00,transfer_report,0,232
/node-besu5,0.017083333333333332,0.010416666666666666,677,677,0.00,0.00,,0.00,transfer_report,0,0.00
/node-besu10,0.009583333333333334,0.007083333333333334,721,710,0.00,0.00,,0.00,transfer_report,0,0.00
/node-besu2,0.012083333333333333,0.0075,580,580,0.00,0.00,,0.00,transfer_report,0,148
/node-besu7,0.005,0.004166666666666667,676,676,0.00,0.00,,0.00,transfer_report,0,0.00
/node-besu3,0.008333333333333333,0.0062499999999999995,610,608,0.00,0.00,,0.00,transfer_report,0,0.00
/node-besu8,0.006666666666666667,0.005416666666666667,543,543,0.00,0.00,,0.00,transfer_report,0,200
/node-besu9,0.020833333333333332,0.012083333333333333,567,564,0.00,0.00,,0.00,transfer_report,0,240
/node-besu1,0.007083333333333334,0.005416666666666667,986,986,0.00,0.00,,0.00,transfer_report,0,344
