Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB]
/node-besu1,0.7120833333333333,0.22083333333333333,908,668,0.00,0.00,2.34,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,150,open_tps150,,
/node-besu2,0.6345833333333334,0.12916666666666668,636,614,0.00,0.00,1.38,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,150,open_tps150,,
/node-besu6,0.6983333333333334,0.14208333333333334,648,612,0.00,0.00,1.36,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,150,open_tps150,,
/node-besu3,0.73875,0.15208333333333332,653,614,0.00,0.00,0.680,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,150,open_tps150,,
/node-besu5,0.6583333333333333,0.16708333333333333,639,616,0.00,0.00,1.39,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,150,open_tps150,,
/node-besu4,0.49374999999999997,0.14083333333333334,630,597,0.00,0.00,0.148,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,150,open_tps150,,
/node-besu1,0.3879166666666667,0.145,,,0.00,0.00,1.35,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,160,open_tps160,1.13,1.01
/node-besu2,0.6495833333333333,0.16458333333333333,,,0.00,0.00,0.703,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,160,open_tps160,0.660,0.645
/node-besu6,0.75,0.18958333333333333,,,0.00,0.00,0.652,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,160,open_tps160,0.626,0.625
/node-besu3,0.7520833333333333,0.19291666666666665,,,0.00,0.00,0.418,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,160,open_tps160,0.642,0.639
/node-besu5,0.6166666666666667,0.15625,,,0.00,0.00,0.664,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,160,open_tps160,0.629,0.628
