Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB]
/node-besu1,1.12125,0.4666666666666666,1.31,796,0.00,0.00,0.359,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,100,open_tps100,
/node-besu6,0.7529166666666667,0.33791666666666664,0.684,597,0.00,0.00,2.55,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,100,open_tps100,
/node-besu5,0.73875,0.33958333333333335,0.685,571,0.00,0.00,2.80,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,100,open_tps100,
/node-besu3,0.8129166666666667,0.32875,0.676,558,0.00,0.00,2.68,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,100,open_tps100,
/node-besu2,0.83625,0.2920833333333333,0.652,602,0.00,0.00,2.73,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,100,open_tps100,
/node-besu4,0.9145833333333333,0.34541666666666665,0.703,568,0.00,0.00,1.29,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,100,open_tps100,
/node-besu1,0.9116666666666666,0.25666666666666665,1.33,,0.00,0.00,1.42,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,125,open_tps125,1.32
/node-besu6,0.075,0.017499999999999998,0.845,,0.00,0.00,1.43,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,125,open_tps125,0.741
/node-besu5,0.22458333333333333,0.044583333333333336,0.688,,0.00,0.00,1.46,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,125,open_tps125,0.687
/node-besu3,0.0775,0.02,0.682,,0.00,0.00,1.50,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,125,open_tps125,0.680
/node-besu2,0.09000000000000001,0.023333333333333334,0.749,,0.00,0.00,1.54,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,125,open_tps125,0.687
/node-besu4,0.07083333333333333,0.016666666666666666,0.706,,0.00,0.00,1.57,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,125,open_tps125,0.705
/node-besu1,0.47374999999999995,0.19083333333333333,1.34,,0.00,0.00,0.992,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,150,open_tps150,1.34
/node-besu6,0.1175,0.03916666666666666,0.847,,0.00,0.00,1.53,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,150,open_tps150,0.847
/node-besu5,0.145,0.04583333333333334,0.689,,0.00,0.00,1.60,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,150,open_tps150,0.688
/node-besu3,0.19083333333333333,0.05333333333333334,0.684,,0.00,0.00,1.59,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,150,open_tps150,0.683
/node-besu2,0.17541666666666667,0.04833333333333333,0.750,,0.00,0.00,1.52,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,150,open_tps150,0.750
/node-besu4,0.16916666666666666,0.06083333333333333,0.707,,0.00,0.00,1.55,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,150,open_tps150,0.707
/node-besu1,0.31875000000000003,0.1425,1.37,,0.00,0.00,3.86,0.00,6n-10s-ibft-v26.2.0_20260404_211120,open,175,open_tps175,1.35
