Name,Succ,Fail,Send Rate (TPS),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (TPS),Experiment,TestType,TPS,Report
open,1000,0,150.3,21.57,18.99,20.34,39.0,6n-25s-qbft-v26.2.0_20260331_010003,open,150,open_tps150
open,1000,0,160.2,22.66,20.02,21.31,38.1,6n-25s-qbft-v26.2.0_20260331_010003,open,160,open_tps160
open,1000,0,170.3,28.78,22.90,24.21,34.6,6n-25s-qbft-v26.2.0_20260331_010003,open,170,open_tps170
open,1000,0,180.3,25.57,23.44,24.43,34.5,6n-25s-qbft-v26.2.0_20260331_010003,open,180,open_tps180
open,1000,0,190.4,28.04,22.78,23.97,35.2,6n-25s-qbft-v26.2.0_20260331_010003,open,190,open_tps190
open,1000,0,200.3,25.72,24.19,24.92,34.3,6n-25s-qbft-v26.2.0_20260331_010003,open,200,open_tps200
open,1000,0,210.4,29.07,0.16,23.74,33.7,6n-25s-qbft-v26.2.0_20260331_010003,open,210,open_tps210
open,1000,0,220.2,25.82,24.74,25.22,34.2,6n-25s-qbft-v26.2.0_20260331_010003,open,220,open_tps220
