Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB],Disc Write [KB]
/node-besu6,0.3741666666666667,0.09625,625,578,0.00,0.00,0.117,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,150,open_tps150,,,
/node-besu3,0.6408333333333334,0.27208333333333334,645,605,0.00,0.00,1.40,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,150,open_tps150,,,
/node-besu4,0.7050000000000001,0.32625,534,509,0.00,0.00,1.40,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,150,open_tps150,,,
/node-besu2,0.8145833333333333,0.37000000000000005,590,527,0.00,0.00,1.44,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,150,open_tps150,,,
/node-besu1,0.9700000000000001,0.34791666666666665,847,671,0.00,0.00,2.09,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,150,open_tps150,,,
/node-besu5,0.6079166666666667,0.15416666666666667,632,566,0.00,0.00,1.45,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,150,open_tps150,,,
/node-besu6,0.4154166666666667,0.1729166666666667,,630,0.00,0.00,1.42,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,160,open_tps160,0.622,,
/node-besu3,0.5745833333333333,0.19583333333333333,,651,0.00,0.00,0.695,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,160,open_tps160,0.639,,
/node-besu4,0.5179166666666667,0.17708333333333334,,539,0.00,0.00,0.715,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,160,open_tps160,0.529,,
/node-besu2,0.645,0.22041666666666668,,501,0.00,0.00,0.777,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,160,open_tps160,0.499,,
/node-besu1,0.82875,0.28541666666666665,,931,0.00,0.00,1.39,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,160,open_tps160,1.06,,
/node-besu5,0.5283333333333333,0.18000000000000002,,645,0.00,0.00,0.637,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,160,open_tps160,0.636,,
/node-besu6,0.01625,0.011666666666666667,,,0.00,0.00,,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,170,open_tps170,0.626,0.624,604
/node-besu3,0.049999999999999996,0.02125,,,0.00,0.00,,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,170,open_tps170,0.643,0.642,668
/node-besu4,0.04041666666666666,0.02,,,0.00,0.00,,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,170,open_tps170,0.530,0.512,704
/node-besu2,0.1325,0.051666666666666666,,,0.00,0.00,,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,170,open_tps170,0.502,0.495,756
/node-besu1,0.22875,0.08333333333333333,,,0.00,0.00,,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,170,open_tps170,1.21,1.11,956
/node-besu5,0.1758333333333333,0.06666666666666667,,,0.00,0.00,,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,170,open_tps170,0.638,0.637,544
/node-besu6,0.09458333333333334,0.0425,,,0.00,0.00,,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,180,open_tps180,0.627,0.626,724
/node-besu3,0.012499999999999999,0.007083333333333334,,,0.00,0.00,,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,180,open_tps180,0.652,0.646,712
/node-besu4,0.02125,0.01,,,0.00,0.00,,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,180,open_tps180,0.480,0.467,800
/node-besu2,0.01875,0.008749999999999999,,,0.00,0.00,,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,180,open_tps180,0.525,0.508,752
/node-besu1,0.006666666666666667,0.004583333333333333,,,0.00,0.00,,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,180,open_tps180,1.23,1.22,980
/node-besu5,0.018333333333333333,0.009583333333333334,,,0.00,0.00,,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,180,open_tps180,0.639,0.639,672
/node-besu6,0.09999999999999999,0.041666666666666664,,,0.00,0.00,0.727,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,190,open_tps190,0.629,0.628,
/node-besu3,0.004166666666666667,0.0033333333333333335,,,0.00,0.00,0.711,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,190,open_tps190,0.653,0.653,
/node-besu4,0.0062499999999999995,0.004583333333333333,,,0.00,0.00,0.789,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,190,open_tps190,0.636,0.560,
/node-besu2,0.01916666666666667,0.008333333333333333,,,0.00,0.00,0.754,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,190,open_tps190,0.647,0.575,
/node-besu1,0.005,0.0033333333333333335,,,0.00,0.00,1.12,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,190,open_tps190,1.23,1.23,
/node-besu5,0.005416666666666667,0.0033333333333333335,,,0.00,0.00,0.652,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,190,open_tps190,0.641,0.640,
/node-besu6,0.06833333333333333,0.029166666666666664,,,0.00,0.00,0.773,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,200,open_tps200,0.629,0.629,
/node-besu3,0.06958333333333333,0.02666666666666667,,,0.00,0.00,0.727,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,200,open_tps200,0.657,0.656,
/node-besu4,0.014166666666666668,0.01,,,0.00,0.00,0.746,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,200,open_tps200,0.645,0.642,
/node-besu2,0.06375,0.028749999999999998,,,0.00,0.00,0.836,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,200,open_tps200,0.647,0.566,
/node-besu1,0.012499999999999999,0.008749999999999999,,,0.00,0.00,1.17,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,200,open_tps200,1.24,1.23,
/node-besu5,0.015416666666666667,0.01,,,0.00,0.00,0.723,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,200,open_tps200,0.643,0.642,
/node-besu6,0.07125,0.03208333333333333,,,0.00,0.00,0.496,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,210,open_tps210,0.630,0.629,
/node-besu3,0.005833333333333334,0.00375,,,0.00,0.00,0.516,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,210,open_tps210,0.658,0.657,
/node-besu4,0.08083333333333333,0.0325,,,0.00,0.00,0.836,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,210,open_tps210,0.616,0.562,
/node-besu2,0.004583333333333333,0.0033333333333333335,,,0.00,0.00,0.906,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,210,open_tps210,0.526,0.511,
/node-besu1,0.005416666666666667,0.0033333333333333335,,,0.00,0.00,1.17,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,210,open_tps210,1.24,1.23,
/node-besu5,0.005833333333333334,0.00375,,,0.00,0.00,0.699,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,210,open_tps210,0.644,0.644,
/node-besu6,0.07916666666666666,0.0325,,,0.00,0.00,0.500,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,220,open_tps220,0.631,0.630,
/node-besu3,0.004583333333333333,0.0033333333333333335,,,0.00,0.00,0.00,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,220,open_tps220,0.658,0.658,
/node-besu4,0.006666666666666667,0.004166666666666667,,,0.00,0.00,0.523,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,220,open_tps220,0.615,0.549,
/node-besu2,0.06416666666666666,0.025833333333333333,,,0.00,0.00,0.906,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,220,open_tps220,0.521,0.499,
/node-besu1,0.004166666666666667,0.0033333333333333335,,,0.00,0.00,1.16,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,220,open_tps220,1.23,1.23,
/node-besu5,0.01625,0.008333333333333333,,,0.00,0.00,0.699,0.00,6n-5s-ibft-v26.2.0_20260330_231331,open,220,open_tps220,0.644,0.644,
