Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB]
/node-besu6,0.3529166666666667,0.22208333333333333,0.689,633,0.00,0.00,0.590,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,100,open_tps100,
/node-besu10,0.39666666666666667,0.23291666666666666,0.782,694,0.00,0.00,1.09,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,100,open_tps100,
/node-besu12,0.3625,0.22708333333333333,0.754,687,0.00,0.00,2.81,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,100,open_tps100,
/node-besu9,0.3558333333333333,0.2225,0.730,671,0.00,0.00,2.87,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,100,open_tps100,
/node-besu3,0.38458333333333333,0.23916666666666667,0.771,612,0.00,0.00,1.55,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,100,open_tps100,
/node-besu2,0.37083333333333335,0.22333333333333336,0.744,664,0.00,0.00,2.90,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,100,open_tps100,
/node-besu11,0.41583333333333333,0.23208333333333334,0.751,656,0.00,0.00,2.86,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,100,open_tps100,
/node-besu7,0.3970833333333333,0.23583333333333334,0.687,617,0.00,0.00,1.18,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,100,open_tps100,
/node-besu8,0.33916666666666667,0.21041666666666667,0.748,664,0.00,0.00,2.76,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,100,open_tps100,
/node-besu5,0.42041666666666666,0.23791666666666667,0.725,678,0.00,0.00,1.29,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,100,open_tps100,
/node-besu4,0.37958333333333333,0.20750000000000002,0.771,697,0.00,0.00,0.410,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,100,open_tps100,
/node-besu1,0.52375,0.3154166666666667,1.36,900,0.00,0.00,2.87,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,100,open_tps100,
/node-besu6,0.27875,0.11833333333333333,0.725,,0.00,0.00,1.25,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,125,open_tps125,0.714
/node-besu10,0.3354166666666667,0.1175,0.875,,0.00,0.00,1.61,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,125,open_tps125,0.829
/node-besu12,0.6875,0.23750000000000002,0.845,,0.00,0.00,0.285,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,125,open_tps125,0.827
/node-besu9,0.2866666666666667,0.13583333333333333,0.804,,0.00,0.00,1.67,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,125,open_tps125,0.777
/node-besu3,0.41041666666666665,0.17375,0.784,,0.00,0.00,1.70,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,125,open_tps125,0.775
/node-besu2,0.47291666666666665,0.14333333333333334,0.822,,0.00,0.00,0.145,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,125,open_tps125,0.790
/node-besu11,0.34791666666666665,0.14333333333333334,0.865,,0.00,0.00,1.66,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,125,open_tps125,0.812
/node-besu7,0.36125,0.13375,0.762,,0.00,0.00,1.71,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,125,open_tps125,0.712
/node-besu8,0.37333333333333335,0.13666666666666666,0.835,,0.00,0.00,1.63,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,125,open_tps125,0.806
/node-besu5,0.3758333333333333,0.16041666666666668,0.806,,0.00,0.00,0.0234,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,125,open_tps125,0.791
/node-besu4,0.38458333333333333,0.12291666666666667,0.857,,0.00,0.00,1.64,0.00,12n-5s-ibft-v26.2.0_20260404_231735,open,125,open_tps125,0.814
