Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report
/node-besu6,0.26125,0.13125,0.992,0.990,0.00,0.00,0.727,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,100,transfer_tps100
/node-besu10,1.2958333333333334,0.34791666666666665,0.868,0.688,0.00,0.00,1.37,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,100,transfer_tps100
/node-besu12,0.3629166666666667,0.15333333333333335,1.06,0.978,0.00,0.00,0.0156,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,100,transfer_tps100
/node-besu9,0.32625,0.1525,1.18,1.13,0.00,0.00,2.97,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,100,transfer_tps100
/node-besu3,0.3425,0.13958333333333334,1.08,1.07,0.00,0.00,0.754,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,100,transfer_tps100
/node-besu2,0.37833333333333335,0.13375,1.04,1.03,0.00,0.00,2.42,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,100,transfer_tps100
/node-besu11,0.34125,0.16041666666666668,1.09,1.09,0.00,0.00,1.02,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,100,transfer_tps100
/node-besu7,0.33666666666666667,0.14791666666666667,0.973,0.967,0.00,0.00,2.96,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,100,transfer_tps100
/node-besu8,0.3441666666666667,0.16375,1.19,1.03,0.00,0.00,2.90,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,100,transfer_tps100
/node-besu5,0.3333333333333333,0.19458333333333333,1.03,0.963,0.00,0.00,0.250,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,100,transfer_tps100
/node-besu4,0.3779166666666667,0.13708333333333333,0.976,0.971,0.00,0.00,2.85,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,100,transfer_tps100
/node-besu1,0.6366666666666666,0.25125000000000003,1.57,1.57,0.00,0.00,0.0391,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,100,transfer_tps100
/node-besu6,0.1075,0.04041666666666666,0.994,0.993,0.00,0.00,1.93,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,125,transfer_tps125
/node-besu10,0.1125,0.034583333333333334,0.902,0.894,0.00,0.00,0.688,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,125,transfer_tps125
/node-besu12,0.1075,0.030833333333333334,1.20,1.18,0.00,0.00,2.77,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,125,transfer_tps125
/node-besu9,0.11041666666666666,0.03625,1.39,1.23,0.00,0.00,1.87,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,125,transfer_tps125
/node-besu3,0.10541666666666666,0.03125,1.08,1.08,0.00,0.00,2.36,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,125,transfer_tps125
/node-besu2,0.08125,0.025833333333333333,1.04,1.04,0.00,0.00,1.64,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,125,transfer_tps125
/node-besu11,0.09541666666666666,0.028333333333333335,1.10,1.10,0.00,0.00,0.00391,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,125,transfer_tps125
/node-besu7,0.44,0.11541666666666667,1.20,1.06,0.00,0.00,1.63,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,125,transfer_tps125
/node-besu8,0.13375,0.05375,1.19,1.19,0.00,0.00,2.24,0.00,12n-5s-ibft-v26.2.0_20260404_231735,transfer,125,transfer_tps125
