Name,Succ,Fail,Send Rate (TPS),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (TPS),Report,TPS
open,1000,0,180.3,8.76,3.06,7.06,79.4,open_report,0
query,1000,0,523.8,0.02,0.00,0.00,523.0,query_report,0
transfer,50,0,113.6,1.66,1.30,1.48,28.7,transfer_report,0
