Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB]
/node-besu3,0.002916666666666667,0.0025,0.599,,0.00,0.00,0.754,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,180,open_tps180,0.596
/node-besu2,0.00375,0.0033333333333333335,0.638,,0.00,0.00,0.793,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,180,open_tps180,0.552
/node-besu6,0.004166666666666667,0.002916666666666667,0.644,,0.00,0.00,0.707,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,180,open_tps180,0.598
/node-besu1,0.24166666666666667,0.051666666666666666,1.20,,0.00,0.00,1.25,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,180,open_tps180,1.20
/node-besu5,0.09250000000000001,0.025416666666666667,0.633,,0.00,0.00,0.375,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,190,open_tps190,0.633
/node-besu4,0.07916666666666666,0.01916666666666667,0.648,,0.00,0.00,0.820,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,190,open_tps190,0.587
/node-besu3,0.015,0.005416666666666667,0.678,,0.00,0.00,0.684,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,190,open_tps190,0.654
/node-besu2,0.01375,0.005833333333333334,0.648,,0.00,0.00,0.820,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,190,open_tps190,0.535
/node-besu6,0.010833333333333334,0.004583333333333333,0.546,,0.00,0.00,0.250,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,190,open_tps190,0.520
/node-besu1,0.21875,0.046250000000000006,1.25,,0.00,0.00,1.44,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,190,open_tps190,1.22
/node-besu5,0.19333333333333333,0.047499999999999994,0.633,,0.00,0.00,0.582,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,200,open_tps200,0.633
/node-besu4,0.38125000000000003,0.09291666666666666,0.572,,0.00,0.00,0.883,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,200,open_tps200,0.525
/node-besu3,0.0075,0.004583333333333333,0.678,,0.00,0.00,0.00,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,200,open_tps200,0.678
/node-besu2,0.0075,0.004583333333333333,0.663,,0.00,0.00,0.797,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,200,open_tps200,0.565
/node-besu6,0.024166666666666666,0.009166666666666667,0.619,,0.00,0.00,1.07,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,200,open_tps200,0.560
/node-besu1,0.24166666666666667,0.05708333333333334,1.25,,0.00,0.00,1.58,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,200,open_tps200,1.25
/node-besu5,0.43625,0.09125,0.635,,0.00,0.00,0.648,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,210,open_tps210,0.634
/node-besu4,0.03625,0.01,0.634,,0.00,0.00,0.879,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,210,open_tps210,0.558
/node-besu3,0.023749999999999997,0.009166666666666667,0.681,,0.00,0.00,0.668,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,210,open_tps210,0.680
/node-besu2,0.022500000000000003,0.0075,0.575,,0.00,0.00,0.887,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,210,open_tps210,0.526
/node-besu6,0.027083333333333334,0.007916666666666667,0.660,,0.00,0.00,0.230,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,210,open_tps210,0.545
/node-besu1,0.245,0.051666666666666666,1.25,,0.00,0.00,1.57,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,210,open_tps210,1.25
/node-besu5,0.24750000000000003,0.052083333333333336,0.636,,0.00,0.00,0.566,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,220,open_tps220,0.636
/node-besu4,0.06166666666666667,0.024583333333333332,0.647,,0.00,0.00,0.781,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,220,open_tps220,0.571
/node-besu3,0.028749999999999998,0.008749999999999999,0.681,,0.00,0.00,1.02,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,220,open_tps220,0.681
/node-besu2,0.06375,0.01625,0.625,,0.00,0.00,0.00,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,220,open_tps220,0.566
/node-besu6,0.021666666666666667,0.01,0.583,,0.00,0.00,1.14,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,220,open_tps220,0.539
/node-besu1,0.4766666666666666,0.09999999999999999,1.26,,0.00,0.00,1.78,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,220,open_tps220,1.26
