Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB]
/node-besu5,0.6758333333333333,0.16125,0.582,490,0.00,0.00,1.35,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,150,open_tps150,
/node-besu4,0.525,0.13666666666666666,0.510,457,0.00,0.00,1.66,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,150,open_tps150,
/node-besu3,0.7358333333333333,0.16041666666666668,0.576,515,0.00,0.00,1.43,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,150,open_tps150,
/node-besu2,0.7266666666666667,0.14541666666666667,0.611,478,0.00,0.00,1.37,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,150,open_tps150,
/node-besu6,0.7070833333333333,0.14875,0.571,498,0.00,0.00,0.203,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,150,open_tps150,
/node-besu1,0.7404166666666666,0.2025,1.03,706,0.00,0.00,2.32,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,150,open_tps150,
/node-besu5,0.17958333333333332,0.03791666666666667,0.633,,0.00,0.00,0.234,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,160,open_tps160,0.603
/node-besu4,0.635,0.14625,0.538,,0.00,0.00,1.01,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,160,open_tps160,0.511
/node-besu3,0.5195833333333334,0.1125,0.588,,0.00,0.00,0.816,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,160,open_tps160,0.582
/node-besu2,0.5491666666666667,0.13583333333333333,0.497,,0.00,0.00,1.02,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,160,open_tps160,0.479
/node-besu6,0.6991666666666667,0.15166666666666667,0.643,,0.00,0.00,0.586,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,160,open_tps160,0.581
/node-besu1,0.6083333333333333,0.1729166666666667,1.18,,0.00,0.00,1.87,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,160,open_tps160,1.09
/node-besu5,0.15458333333333332,0.03333333333333333,0.624,,0.00,0.00,0.797,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,170,open_tps170,0.623
/node-besu4,0.02,0.0075,0.612,,0.00,0.00,0.875,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,170,open_tps170,0.549
/node-besu3,0.0075,0.004166666666666667,0.595,,0.00,0.00,0.742,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,170,open_tps170,0.591
/node-besu2,0.515,0.10583333333333333,0.534,,0.00,0.00,1.02,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,170,open_tps170,0.496
/node-besu6,0.03208333333333333,0.013333333333333334,0.559,,0.00,0.00,0.832,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,170,open_tps170,0.513
/node-besu1,0.3145833333333333,0.06958333333333333,1.20,,0.00,0.00,1.65,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,170,open_tps170,1.19
/node-besu5,0.695,0.16125,0.655,,0.00,0.00,0.355,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,180,open_tps180,0.633
/node-besu4,0.017499999999999998,0.007083333333333334,0.669,,0.00,0.00,0.945,0.00,6n-20s-qbft-v26.2.0_20260331_004153,open,180,open_tps180,0.564
