Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Report,TPS,Disc Write [KB]
/node-besu2,0.28958333333333336,0.14375000000000002,535,514,0.00,0.00,1.32,0.00,open_report,0,
/node-besu3,0.7783333333333333,0.19666666666666666,538,513,0.00,0.00,1.26,0.00,open_report,0,
/node-besu4,0.7933333333333333,0.20041666666666666,526,503,0.00,0.00,0.227,0.00,open_report,0,
/node-besu1,1.2629166666666667,0.41583333333333333,950,697,0.00,0.00,2.61,0.00,open_report,0,
/node-besu2,0.010416666666666666,0.009166666666666667,535,535,0.00,0.00,,0.00,query_report,0,40.0
/node-besu3,0.0025,0.0025,538,538,0.00,0.00,,0.00,query_report,0,40.0
/node-besu4,0.002916666666666667,0.0025,526,526,0.00,0.00,,0.00,query_report,0,480
/node-besu1,0.015,0.009583333333333334,967,959,0.00,0.00,,0.00,query_report,0,192
/node-besu2,0.0062499999999999995,0.004583333333333333,538,537,0.00,0.00,,0.00,transfer_report,0,124
/node-besu3,0.006666666666666667,0.004583333333333333,538,538,0.00,0.00,,0.00,transfer_report,0,216
/node-besu4,0.02666666666666667,0.015,527,527,0.00,0.00,,0.00,transfer_report,0,0.00
/node-besu1,0.004583333333333333,0.00375,968,967,0.00,0.00,,0.00,transfer_report,0,292
