Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB]
/node-besu1,0.49625,0.32625,1.48,858,0.00,0.00,2.33,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,100,open_tps100,
/node-besu7,0.45625,0.2225,0.855,696,0.00,0.00,1.25,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,100,open_tps100,
/node-besu5,0.3958333333333333,0.20166666666666666,0.905,706,0.00,0.00,1.25,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,100,open_tps100,
/node-besu8,0.3941666666666667,0.23916666666666667,0.871,725,0.00,0.00,3.24,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,100,open_tps100,
/node-besu11,0.4475,0.26416666666666666,0.858,693,0.00,0.00,2.41,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,100,open_tps100,
/node-besu9,0.43250000000000005,0.22166666666666668,0.839,698,0.00,0.00,1.38,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,100,open_tps100,
/node-besu6,0.7875,0.24708333333333332,1.06,848,0.00,0.00,3.54,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,100,open_tps100,
/node-besu12,0.7775,0.30791666666666667,0.873,701,0.00,0.00,3.55,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,100,open_tps100,
/node-besu2,0.7658333333333333,0.29291666666666666,0.802,664,0.00,0.00,1.92,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,100,open_tps100,
/node-besu10,0.7966666666666667,0.27666666666666667,0.767,605,0.00,0.00,3.45,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,100,open_tps100,
/node-besu3,0.3641666666666667,0.22416666666666665,0.858,732,0.00,0.00,3.03,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,100,open_tps100,
/node-besu4,0.3741666666666667,0.225,0.880,754,0.00,0.00,3.03,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,100,open_tps100,
/node-besu1,0.3179166666666667,0.14291666666666666,1.49,,0.00,0.00,0.531,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,125,open_tps125,1.49
/node-besu7,0.19583333333333333,0.11,0.858,,0.00,0.00,1.39,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,125,open_tps125,0.857
/node-besu5,0.22041666666666668,0.11958333333333333,0.908,,0.00,0.00,1.36,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,125,open_tps125,0.907
/node-besu8,0.49333333333333335,0.17166666666666666,0.875,,0.00,0.00,1.03,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,125,open_tps125,0.874
/node-besu11,0.18708333333333335,0.11,0.952,,0.00,0.00,1.11,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,125,open_tps125,0.931
/node-besu9,0.5654166666666667,0.19208333333333336,0.938,,0.00,0.00,1.21,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,125,open_tps125,0.865
/node-besu6,0.19708333333333336,0.10541666666666666,1.07,,0.00,0.00,1.39,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,125,open_tps125,1.07
/node-besu12,0.20625000000000002,0.10375000000000001,0.875,,0.00,0.00,1.41,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,125,open_tps125,0.875
/node-besu2,0.23958333333333334,0.13083333333333333,0.891,,0.00,0.00,1.20,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,125,open_tps125,0.876
/node-besu10,0.4658333333333333,0.18583333333333332,0.847,,0.00,0.00,0.992,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,125,open_tps125,0.831
/node-besu3,0.215,0.11291666666666667,0.861,,0.00,0.00,0.625,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,125,open_tps125,0.860
/node-besu4,0.22375,0.12583333333333332,0.989,,0.00,0.00,1.41,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,125,open_tps125,0.938
/node-besu1,0.32583333333333336,0.13833333333333334,1.49,,0.00,0.00,0.758,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,150,open_tps150,1.49
/node-besu7,0.20875,0.09291666666666666,0.860,,0.00,0.00,1.32,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,150,open_tps150,0.859
/node-besu5,0.19333333333333333,0.08958333333333333,0.911,,0.00,0.00,1.36,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,150,open_tps150,0.910
/node-besu8,0.18916666666666668,0.09208333333333334,0.882,,0.00,0.00,1.16,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,150,open_tps150,0.878
/node-besu11,0.24166666666666667,0.12375000000000001,0.954,,0.00,0.00,0.559,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,150,open_tps150,0.953
/node-besu9,0.26416666666666666,0.12625,0.943,,0.00,0.00,1.38,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,150,open_tps150,0.942
/node-besu6,0.26666666666666666,0.11916666666666666,1.07,,0.00,0.00,1.34,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,150,open_tps150,1.07
/node-besu12,0.3129166666666667,0.14583333333333334,0.878,,0.00,0.00,0.602,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,150,open_tps150,0.877
/node-besu2,0.22291666666666665,0.10458333333333332,0.894,,0.00,0.00,1.36,0.00,12n-5s-qbft-v26.2.0_20260404_163524,open,150,open_tps150,0.893
