Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB]
/node-besu5,0.87875,0.29291666666666666,0.750,672,0.00,0.00,0.410,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,100,open_tps100,
/node-besu10,0.44416666666666665,0.24166666666666667,0.728,675,0.00,0.00,2.25,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,100,open_tps100,
/node-besu1,0.5245833333333333,0.35333333333333333,1.48,912,0.00,0.00,0.664,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,100,open_tps100,
/node-besu6,0.54625,0.24708333333333332,0.757,697,0.00,0.00,0.406,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,100,open_tps100,
/node-besu9,0.4166666666666667,0.22666666666666668,0.737,643,0.00,0.00,2.73,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,100,open_tps100,
/node-besu8,0.45166666666666666,0.23666666666666666,0.627,580,0.00,0.00,2.84,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,100,open_tps100,
/node-besu2,0.5145833333333333,0.27458333333333335,0.716,603,0.00,0.00,0.496,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,100,open_tps100,
/node-besu7,0.6345833333333334,0.31416666666666665,0.749,676,0.00,0.00,2.75,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,100,open_tps100,
/node-besu4,0.6620833333333334,0.28833333333333333,0.717,667,0.00,0.00,2.71,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,100,open_tps100,
/node-besu3,0.50375,0.2604166666666667,0.734,668,0.00,0.00,2.70,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,100,open_tps100,
/node-besu5,0.13791666666666666,0.0725,0.747,,0.00,0.00,1.52,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,125,open_tps125,0.745
/node-besu10,0.17666666666666667,0.09125,0.802,,0.00,0.00,0.582,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,125,open_tps125,0.758
/node-besu1,0.24,0.12333333333333334,1.50,,0.00,0.00,3.02,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,125,open_tps125,1.49
/node-besu6,0.31124999999999997,0.14583333333333334,0.836,,0.00,0.00,0.535,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,125,open_tps125,0.788
/node-besu9,0.19166666666666665,0.10416666666666667,0.741,,0.00,0.00,0.191,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,125,open_tps125,0.740
/node-besu8,0.21958333333333332,0.1225,0.673,,0.00,0.00,1.02,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,125,open_tps125,0.641
/node-besu2,0.19458333333333333,0.10291666666666667,0.711,,0.00,0.00,1.48,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,125,open_tps125,0.710
/node-besu7,0.28958333333333336,0.13041666666666665,0.828,,0.00,0.00,1.47,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,125,open_tps125,0.788
/node-besu4,0.35708333333333336,0.14708333333333332,0.796,,0.00,0.00,1.63,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,125,open_tps125,0.779
/node-besu3,0.19999999999999998,0.11625,0.739,,0.00,0.00,1.55,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,125,open_tps125,0.737
/node-besu5,0.35333333333333333,0.15833333333333333,0.823,,0.00,0.00,1.33,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,150,open_tps150,0.807
/node-besu10,0.3625,0.09416666666666666,0.806,,0.00,0.00,0.203,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,150,open_tps150,0.802
/node-besu1,0.9066666666666667,0.2870833333333333,1.53,,0.00,0.00,1.61,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,150,open_tps150,1.52
/node-besu6,0.2520833333333333,0.07708333333333334,0.837,,0.00,0.00,0.527,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,150,open_tps150,0.837
/node-besu9,0.7816666666666667,0.17166666666666666,0.841,,0.00,0.00,1.40,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,150,open_tps150,0.810
/node-besu8,0.2225,0.09208333333333334,0.675,,0.00,0.00,0.391,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,150,open_tps150,0.675
/node-besu2,0.15416666666666667,0.057916666666666665,0.713,,0.00,0.00,1.41,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,150,open_tps150,0.712
/node-besu7,0.17333333333333334,0.06958333333333333,0.830,,0.00,0.00,1.41,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,150,open_tps150,0.829
/node-besu4,0.1775,0.05625,0.797,,0.00,0.00,0.609,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,150,open_tps150,0.797
/node-besu3,0.5079166666666667,0.13583333333333333,0.815,,0.00,0.00,0.590,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,150,open_tps150,0.785
/node-besu5,0.13333333333333333,0.044583333333333336,0.824,,0.00,0.00,0.852,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,175,open_tps175,0.824
/node-besu10,0.17041666666666666,0.08666666666666667,0.811,,0.00,0.00,0.00,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,175,open_tps175,0.808
/node-besu1,0.38958333333333334,0.14916666666666667,1.52,,0.00,0.00,4.11,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,175,open_tps175,1.52
/node-besu6,0.1625,0.08374999999999999,0.929,,0.00,0.00,0.426,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,175,open_tps175,0.861
/node-besu9,0.16291666666666668,0.08916666666666667,0.824,,0.00,0.00,1.35,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,175,open_tps175,0.824
/node-besu8,0.155,0.08541666666666665,0.747,,0.00,0.00,0.406,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,175,open_tps175,0.729
/node-besu2,0.18208333333333335,0.09458333333333334,0.716,,0.00,0.00,1.34,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,175,open_tps175,0.714
/node-besu7,0.16375,0.08541666666666665,0.832,,0.00,0.00,1.37,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,175,open_tps175,0.831
/node-besu4,0.20291666666666666,0.10666666666666667,0.799,,0.00,0.00,2.10,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,175,open_tps175,0.798
/node-besu3,0.17458333333333334,0.08916666666666667,0.817,,0.00,0.00,1.00,0.00,10n-5s-ibft-v26.2.0_20260404_175600,open,175,open_tps175,0.816
